Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,CURRENT_FAILURE
5.855916290698248,1.8215535321489218,10.627709914315298,-8.879113833486526,3.8384934144710914,-7.353884845144267,-2.547842907336148,-9.407890844403527,12.967617013464373,-3.930591534173356,10.22337793657757,0
5.723446078095571,5.354675478520882,8.301304486776157,-9.507311110737923,3.193697948031149,-8.523243023811094,-1.5748897718834658,-7.874234994876047,11.673218226636935,-1.0355335263299874,11.946843188272753,0
3.9663413537043613,4.918743737901676,7.634272615605462,-9.470455282269933,3.307012362151368,-10.87317285691281,-2.4974395489570105,-9.220483478374069,9.18539263008115,-1.544512768847084,11.064715534285966,0
6.085185826102272,5.043214918900912,9.034804335735474,-8.891050679025916,5.068869759714644,-8.185572289425599,-3.552076229911424,-6.741429202045277,10.385580399613929,-1.635056619992887,11.527014137335689,0
3.4398651083342657,2.6604697386788847,7.512620016017257,-8.709567042301686,5.990920729816149,-5.105401573281451,-1.2746208154839356,-7.052414190110069,11.91382750832432,-4.808666120549454,12.220380384500034,0
4.533128639198952,5.025955896624456,9.13405829502917,-8.751466875988859,5.651339949028521,-8.133641440774399,-0.5779034634220656,-7.009436251887375,8.526774724371117,0.05921260080995738,11.369739312426516,0
5.899135812555372,6.071702315424576,11.89012616657415,-8.761462727625574,6.806951090681253,-6.655052049529175,2.3339788481374977,-7.022132576606113,10.711038697592132,-1.4434307373887767,9.663144350445105,0
4.271062036664828,6.483795030623414,9.491153855061759,-9.115346895406772,6.326690582435061,-7.348179425113751,1.5923458249008462,-8.420484960503588,9.430104161561998,-3.6538835513304173,8.736078639247552,0
2.4334661028207805,7.182174445535471,8.427191692903941,-9.891017454663606,5.829638651460202,-11.519588056617604,0.9633965903723255,-7.9282585615894625,9.933506364369828,-2.7705316265515147,8.574894684338316,0
3.3765313793262193,5.23627498030437,7.476945872426521,-8.683826450243322,7.056450787388801,-8.749246179360892,0.2190751859999529,-8.102970795569014,10.306388843196165,-1.3470375360886586,8.571582973897918,0
3.3785640906385197,5.340859622768311,12.0497986146957,-7.279987588056935,8.199777844530827,-7.6920338846021075,2.7502691211117543,-7.673891368002047,8.910499706401566,-4.186342256454891,9.95305370138694,0
5.002038709089422,3.5716144879474276,9.460576957132165,-6.596393872446082,8.841255792700071,-9.817339549961833,3.063440072912312,-7.9361611393377975,10.718219229209302,-3.382095307386657,10.031492171552774,0
3.673243177279587,4.458523829644141,7.035497485950394,-7.514729278553634,9.452828572145243,-8.129516964297594,0.843684818635059,-7.597566204519644,8.843533122544583,-1.8411933611669375,8.943099742577195,0
1.468351114843864,-0.7037290315264673,10.346336587579264,-7.255353555976756,8.334755123198123,-11.15673869523804,-0.7805892525197491,-7.920498072674207,8.650399806318836,-4.196635042080805,9.010514184345817,0
2.568924320978647,0.03072162140997614,9.391671999093601,-6.769843122482903,8.99917344854898,-9.898987615241415,1.5877182857674141,-5.909020179167667,8.2083045983281,-1.630297417154285,9.021166625528696,0
0.11811364755816056,2.5087538930049873,9.047713514323817,-8.050738162826796,7.263031997818762,-9.153098734087878,3.3910782472172167,-8.450814248968474,9.084802491405974,-4.20382082876678,9.81985864091311,0
5.782870977331874,-4.080129041211469,8.77645649674647,-8.104258626046065,9.273322044314336,-9.610369373558855,3.252135333284606,-6.535375324028454,12.062938709130032,-1.9985676433119455,9.588321134930444,0
3.085535016304589,-0.24105714388667615,12.409367478020942,-6.645464210495334,9.179488938290527,-9.883608382844674,4.024376316387685,-7.160564578186294,11.710893046606348,-0.7077381175147235,8.519999907135997,0
2.5735569214199305,1.1129149783163803,9.736064373438962,-7.126290084074253,8.26391095839645,-6.936542650125862,3.7264876150359956,-7.209994855195364,10.456168933645987,-3.389528722310697,6.669565732951742,0
3.6053289075985435,0.8662195928056446,8.964844246553174,-7.009633787633547,9.050424002765126,-5.187839355942021,2.36618150618909,-8.484032132265595,5.4077271387513814,-3.1121399304293873,7.519738361199968,0
3.077757738781852,1.0381234119255258,7.8991126852293085,-8.300867266790155,8.035209171948633,-6.828801999146927,2.4055432169279976,-8.106226638688478,5.884668664096375,-3.517769717831606,7.56182855635289,0
4.256038911886662,-1.5627047611305902,10.831705248477462,-7.491896128557412,8.755550732369949,-8.377277755849029,2.7618247544765393,-8.215982490993849,8.485021312102072,-1.5919207059228604,10.229359861946483,0
3.462349092119111,0.042626236316664956,8.849980049898514,-9.0643276846694,6.366859224996032,-8.284974339967183,3.072047484008128,-8.02720537234288,8.71455128264685,-3.550171840709395,8.612406868731933,0
4.2160449237914825,0.15062891428860636,10.149948659151628,-8.041941301371011,4.331974314908947,-9.227270738223295,0.49817287796574306,-7.983942770494707,10.358292982882247,-5.610378838328751,10.22149835039833,0
2.4453234951003684,2.1333202587926676,6.339464389041962,-7.669817944272646,6.576785331582374,-7.9183098632353,2.2216161796205256,-8.389330471448316,10.688077419241441,-2.932742651562025,11.051659691630537,0
2.957679137740125,4.643012703845147,9.497229122206052,-7.784756462469972,6.555062378185077,-7.693246992093842,2.8816336783011858,-8.723782444688783,10.568580611566631,-2.6660999091585653,11.239520029560238,0
4.158476364474127,2.523406057291316,9.986715769501918,-6.417840858356455,5.928189993630593,-7.6477011637046015,4.275524621507778,-8.656934187771892,9.338262061836627,-3.432924591467131,11.24288466465921,0
3.780288493551379,5.250418229192117,6.982082323934996,-6.552863087847563,6.315253476613082,-8.936031806242864,4.6980393116855055,-7.776362089138284,8.53990711800407,-2.929921493276661,8.611039832839424,0
4.225837067390479,5.252197871957515,11.49300995985984,-6.895271461913683,4.7727224693029715,-8.585904710994699,2.4319532938025583,-7.480006929991042,8.802116493129706,-3.1750863359897497,11.197280601310867,0
4.069028498573294,5.223581034731961,13.232553097823613,-7.581051867252376,3.4802376098356906,-13.279682614423676,3.1034357568233832,-8.61235712755671,10.30825440099477,-2.744108455491387,7.905567181093342,0
3.7290266839074913,5.80719420507384,11.05213818890121,-8.840062480466994,4.019932263540703,-10.739267987589784,2.924870932847142,-7.096068805574673,9.443858442951933,-0.6552675272931561,9.761846866089941,0
4.317367105027348,4.646123302195604,11.524838385715562,-6.4294096901222035,3.6477935462322666,-10.950955492016982,2.1818128672295334,-7.554524436133656,8.10859250617198,-5.176537346683749,10.97444573177205,0
3.0191709447321866,11.411200730332379,8.68761818648944,-7.111853229607928,0.9799948577610831,-10.219090293251574,2.4233955772427835,-8.07832223185537,6.96140492665959,-2.732826899987099,13.522991004684751,0
2.9661482786813163,6.791319796421826,8.508113474139282,-7.773844805209515,2.548423675482399,-8.491595733153066,2.3608069329339894,-6.929353507725376,5.666332613393214,-2.111393701940831,12.268809837831613,0
1.2445417628407194,5.748923643549072,9.066260221328028,-8.002675704843876,0.7570726791313775,-9.991579993103885,0.7872638977588399,-7.4789052506845115,5.7283935773645345,1.7960635302841883,11.64326804924607,0
1.8843948149767322,0.6804145700688573,9.456583675339617,-9.134412976262052,-0.41727574638910736,-12.228119931865962,0.31705222851261405,-6.987540937331818,5.453651734433761,-3.1670024289211507,12.13126799199717,0
2.929188198746687,3.19200467686765,10.936166471296254,-9.00326398938675,-1.6812609306107944,-9.506769257561535,-0.6225058569422448,-8.988131903505828,9.891779953319999,-2.5307175873539047,7.9087939704602945,0
3.6498666399617097,4.290553924448988,10.22742790861559,-12.012371161944916,0.005734937970607923,-2.699977471679782,-0.6135163929471752,-6.4191664437049685,9.28650022534226,-3.4973903638211548,9.636941323171413,0
4.590408344186076,0.7766087448999867,7.26949214429859,-8.38067628371499,-1.2339042214005453,-9.414040368806438,-0.30318714868500685,-6.157555944565284,6.494381729312003,-1.793972733718522,9.004351553256198,0
3.372240370906961,0.6986295346892705,11.057391388184616,-8.711061276051366,-0.03369567493379888,-11.07605993400271,-1.2341907920951798,-8.525416491737591,7.99547792371555,-6.6392679891850594,10.07196271082226,0
1.05052363094532,1.39591089534131,9.709197509399612,-10.291086871766087,-1.303050929971179,-8.800075145929167,-2.286938060115987,-5.696427821277357,11.715697655405895,-1.1188208188788609,9.862573290758922,0
4.071347436257954,0.20627551615203843,10.666642395999803,-11.246675355431385,0.03888072788858299,-5.277466676364263,-4.175460114273622,-6.63957913543741,10.269998449865136,-2.8335088360917764,8.652301926208475,0
2.381182756281347,-1.4585504646750842,8.264965632007335,-10.057771021531183,-2.500212886497495,-5.173295846756229,-6.391799185724276,-7.308748794727248,9.926983460505081,-0.3906938566309526,9.361175642836212,0
2.9059267037890057,-0.7504218029741818,12.52249071627735,-10.898942161249074,-3.2832172703477513,-8.095259487506736,-5.014616615098267,-7.648625234904012,10.326951599066764,-6.3359535503205,8.230977498665222,0
4.047657446471269,-1.0610144746004333,10.307112632712908,-10.370201212393379,-3.378472466899716,-12.4381489399258,-6.958055173996328,-6.929253338268106,8.496466489647235,-5.124524144919654,9.781921516362376,0
5.564161709606792,-0.26333945338290987,9.038712758902403,-10.537523488086181,-1.124897184959112,-11.025022179889723,-4.782161005971063,-8.354827760208106,8.200626446770311,-1.8487909525351816,10.105111253127806,0
4.964649785463681,3.6071537127351188,9.397500147461994,-9.272192698957749,-1.316790939648215,-9.184354076964313,-5.730053567039553,-6.987019682659322,10.302126634809584,-1.5790795081780626,9.586187093301524,0
5.861154068659606,3.0154130270077597,9.319280462153188,-10.523358124886547,-4.158254240094346,-8.971161408753398,-5.623609565096178,-9.729951726570155,8.419832967310109,-0.7644803660470079,11.207331975067868,0
3.412990724309126,4.224963056959828,9.47519163775375,-10.53136088986867,-1.9809079557889266,-7.094623744224645,-6.69668197869705,-6.697449903793979,10.824567985113934,-3.1388185556589927,11.544566068392792,0
2.9140906438135277,0.3413982709617165,6.326821697656196,-10.655037717613899,-2.7719395507765494,-8.694687604482933,-7.201314322808225,-7.373031771529671,9.600255526602655,-1.4496292229723249,9.725521186514177,0
2.945691281807279,5.603222333742268,10.603119438777997,-10.703686939975908,-1.5852428074010734,-9.032846138350004,-7.253890866980527,-8.919110404118976,11.6268421275213,-4.144696704734969,10.093501521469575,0
3.5454395512498484,3.9921477272578647,8.541743397254296,-9.573591620116702,-2.0368005011758927,-7.459075500699568,-6.526634165424838,-7.588174222307555,10.778355426081324,-3.8674703411070466,11.721079617004616,0
2.038616805592927,7.012079618957932,9.260437918208419,-9.085280176269599,-0.8383355726289305,-9.116841735179342,-5.787735976902351,-5.768177335684841,13.132932184193379,-2.049336025261989,10.455632964139356,0
1.6525247366298519,6.880203797049181,9.791674591945656,-9.754056624443457,0.092584495354741,-9.528209025045474,-7.844303013317567,-9.261748001393968,9.241623853051452,-4.2253675977314575,10.086109766081668,0
1.5552721573691484,5.048108010414351,7.997441321811115,-10.189085125193772,-0.9313408031541568,-5.970421810491256,-6.775157068568875,-6.27906837400587,10.469396253128586,-2.081798911106622,10.251829838381074,0
2.088851482789975,3.2631036354309972,8.63821590552157,-11.728351673557448,1.0225823492308577,-6.376500045497803,-6.028877966449802,-7.064552655540403,12.105693871862936,-3.4363062023955595,9.222964787039793,0
4.713952290481501,7.419963189031329,9.666745636186127,-12.18135742935692,2.1541918695809885,-8.08766570177517,-8.196750240283349,-7.916679819414488,8.727701168727876,-4.4518597988484405,9.63983174596014,0
4.86118411768806,4.123308188123049,8.005487617522494,-12.981865224291669,1.9507827259777262,-11.746161387196237,-10.210751610939152,-7.578062107404603,7.750072912721656,-3.3400475383367603,9.591970320503103,0
5.633621826064407,4.895961909040153,9.818532497915255,-12.071184145385654,3.4845311505254837,-9.194824028631869,-7.847559288304637,-7.065068598514496,10.316292823618731,-3.770098751626995,9.055012028316751,0
5.686354891820663,3.787897817190805,10.986018557823037,-9.686884114563941,0.9872454927181429,-8.101554370561628,-6.603029178983692,-6.469347330679138,7.7199476264767455,-3.6020819224597815,11.222776870637771,0
4.238652918675295,5.226408295935233,9.666727480992707,-11.072872384585802,3.5801085196811897,-10.365376468528881,-8.52139734007265,-8.54807758634577,9.941466036957921,-1.8846656991801538,10.44755590240851,0
4.848869030438296,2.014032086044585,10.45813352501465,-12.660155009172366,4.584367664028651,-11.129574239803853,-9.30227213810936,-8.014518053614452,11.270982143272175,-3.310291321043887,11.367070971054416,0
4.029701114096973,0.0036595058573476447,9.917940594021296,-11.289894679332413,14.298451509753892,-11.099355985359924,-9.190858267033999,-7.182086574750465,8.286784872446187,-2.914782260141457,9.244603311183303,0
4.0582946588714,1.4727152678818967,9.945682061163849,-10.771466530138632,5.59969457760698,-12.705949714490698,-9.503201638598954,-6.575093799948047,9.77560268314064,-1.6939632829515348,9.645051346298308,0
2.4364538672864766,-0.6469534549034225,7.094821863620473,-10.427089009650839,5.435464445404769,-6.360713455054354,-10.095513632428183,-9.245917531214193,9.651135877945336,-3.2133501425495146,9.11195614827299,0
3.6813808878914065,3.5915263530013495,5.464135006327692,-11.189617310451824,6.5186793615005385,-4.933749427218236,-8.01497014539322,-8.666265871718682,11.26242231585423,-2.7242609048219024,8.897217116299833,0
5.327538303914513,-1.2188442026418518,8.194341012148396,-11.129401611518825,8.127362153948066,-9.611912798453973,-6.34049786788993,-7.211460122586058,7.809618973321692,-3.0129491887017945,8.56876955612558,0
4.359856371204967,0.5737528335218214,10.129052079040694,-10.183560500341187,7.351897499084183,-13.041315274202764,-6.22938676317716,-7.663789432157445,6.31468351868156,-2.9267601011127087,8.96996720646834,0
3.3183914169539723,-0.22531088105105268,13.008242668320822,-10.153116602837212,9.030766278034703,-14.754350794042319,-6.544791163058387,-7.586366611913192,5.984681752354268,-2.212929173678472,8.880230504940487,0
6.3881089722879985,0.582191908843751,9.461700449288616,-10.548810139295279,7.47237813404529,-10.954963791391386,-5.119998482640482,-7.137118302700734,8.490254887889277,-2.6256665049104404,8.843499263574419,0
