Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,CURRENT_FAILURE
-6.862261701778902,-4.910550204051251,-4.676415557491308,-2.589082012547046,-7.126423942791215,0
-7.10815675562468,-3.9167160754512813,-8.699921018226158,-5.089155368848547,-6.634047321224169,0
-6.117439368464499,-5.9827887232612,-12.353503024607036,-6.901338503723589,-6.578097411377107,0
-6.1292699486283375,-4.2734994549328205,-4.764963765153334,-1.2328049378319297,-5.099751325453112,0
-6.571130500930144,-4.341748118234923,-4.240991902630128,-6.410434151708297,-5.071490816733807,0
0.1612433438369374,-2.3259803107379775,-4.401050512574874,-3.5065392776099014,-4.0364057096399275,0
-5.621986438486461,-4.399823209356391,-3.5258467018956354,-4.203164834272683,-5.306108420538088,0
-2.6692676940929583,-3.8563985643850183,-3.5427111761523786,-3.4151949826620944,-3.3309840821626167,0
-4.792591423756054,-8.80781586399993,-3.1945179402451203,-5.712103908013509,-4.3052361061002475,0
-5.563476156804276,-3.4699665891793865,-4.31468306436316,-4.514425170655266,-5.158249321908063,0
-5.90570542424182,-3.3592771612708,-3.195394595854463,-3.851193262741346,-5.655671458825848,0
-1.4052123915917112,-4.73175044103757,-3.487403936098264,-3.13017856620621,-4.577980715187784,0
1.038356750062484,-3.828225556628999,-2.2063555437999636,-4.431723286041056,-3.971520370753007,0
1.0776288789153714,-5.0762361303870005,-1.0209089333944887,-4.829700264744856,-3.178909116346577,0
2.9580065870187537,-7.087129432085542,-3.5501904268590647,-4.055939457306906,-3.028322046943207,0
2.2580061433326013,-4.859067785683889,-3.0958407823558702,-5.569396169078265,-5.936017867593024,0
-3.4920400235757345,-2.9086028549007663,-3.479469522928162,-4.168775439226817,-5.461257148111123,0
-2.465025820792121,-3.4440049966826742,-2.028478492313336,-5.521752163713908,-4.230760416597268,0
-3.634196133997338,-4.981022648957881,-2.7856185994900198,-4.003246985746777,-5.413340039660057,0
-4.9216143629362605,-6.14322698831747,-2.239368453083843,-2.964355545117411,-7.762506097446601,0
-3.8888503249148787,-3.416369607819993,-2.1712719638463542,-3.223912572161412,-6.700833699670958,0
-1.3700691487953178,-3.6022428283309496,-4.6152564127589155,-2.583434636405582,-7.747264480898257,0
-3.261233449675683,-5.515241233091532,-4.182645786311465,-4.405043988983369,-8.648970926667817,0
-3.0046100846810555,-4.207754105995295,-3.6844360589236596,-5.724995677756834,-7.936203633983645,0
-2.4530945561437854,-6.9050734557799505,-4.136117874679018,-2.8430124538239965,-7.5406160363697206,0
-3.2663792744082207,-5.545489826768053,-2.0976130907694466,-4.029462149087631,-8.597982049049998,0
-2.0530245282461954,-3.2116507337001954,-4.784772878776906,-5.963003572585552,-9.860007387339182,0
-0.14399392242077225,-2.400264368424819,-6.848466248323835,-2.287739395297917,-8.391321355585562,0
-0.2861745486690821,-2.9173321858858623,-4.040793002335735,-4.260162344397439,-10.47915213492955,0
-3.88822333478554,-6.490857101322457,-5.860456494024726,-5.262736968782515,-8.287397584010996,0
-1.2578076455805496,-3.166326666044694,-6.6829380693147,-6.429149468765327,-8.537299655275216,0
-2.843891531028365,-6.639998977433234,-5.724936242614874,-5.073396943781116,-8.117580092796587,0
-4.2862331107931,-5.163284831113344,-7.808320042851698,-7.634303732448458,-8.22037166478443,0
-3.7960653315207935,1.3842304382590869,-8.486861783843795,-5.368906700884862,-8.43564838122529,0
-2.2363385577441592,-10.750040510707114,-8.12779470723225,-4.734728488700303,-7.80111429405895,0
-1.3991254482899622,-5.166528639251418,-8.809919694532347,-5.087937212691077,-8.702142395612901,0
-5.8037230312787855,-4.789226602843578,-8.45832876803569,-3.733753396723584,-8.933206873728661,0
-3.1265026346689835,-3.563486950511847,-7.035443770824151,-5.5689061059456995,-7.4375134865484025,0
-5.691070880861817,-3.109049427838574,-10.094053388012885,-6.528829254699745,-7.612051567400112,0
-4.206981329537216,-4.313009082181203,-11.669439983311053,-6.07088490479575,-6.325984715111011,0
-5.0308037572344535,-7.790649041651717,-10.22847604581445,-2.8372428896228614,-5.658107940313878,0
-6.358493278224017,-3.714718629199171,-9.570908248332515,-6.367478008056892,-7.329444515289703,0
-6.942722671592271,-4.952132296661232,-10.909321634402229,-8.727973331269268,-5.930191841525843,0
-5.474040406730642,-3.551732801878818,-10.59462374405248,-4.281389284525213,-3.711852628628834,0
-6.662381827193909,-5.066893076012288,-10.357257489856956,-5.071988463615706,-5.71115805890654,0
-4.9349361354848655,-1.5140467845647438,-9.700538083098449,-4.705123122617286,-6.533973290478821,0
-7.0157516299877765,-2.371878786164826,-9.720043360982682,-5.189752681666985,-5.108849201434954,0
-5.4819643693352,-2.7330367268335563,-18.307075291812037,-4.210581156926841,-4.176725603044573,0
-6.326486019574095,-4.4338203231538,-9.691180726961665,-6.620289146305227,-5.758076673497126,0
-6.722161296417508,-7.017709572414657,-10.79011234632899,-5.7905691549595275,-4.886213835110719,0
-4.825003899368733,-5.9606502583901655,-7.9840140786082925,-5.452141309023837,-5.216137343530439,0
-5.8900038458683035,-2.9139881641638254,-8.493516485350234,-0.7867290101781981,-5.582140230015853,0
-5.74217747996376,-2.2349446454844446,-10.008908173038979,-4.59806420030368,-3.425426672464174,0
-6.554517294935722,-4.241862993626574,-9.626367916360834,-3.888385167040517,-4.251572960983147,0
