Sensor1,Sensor2,Sensor3,Sensor4,CURRENT_FAILURE
-2.241174840800426,1.8521057326009367,-0.2354119349098598,3.489299609533794,0
-1.903268838659992,2.107201200717942,-1.0433234538454044,3.7700092292695953,0
-2.2995704233714394,1.1028451425152501,-0.7063457423644652,1.787658610489494,0
-1.8680797276337113,0.7663348894701583,-1.561238467625561,1.997633852634587,0
-3.094052699312244,1.0665811284375428,1.2346248856856354,1.2423502057814708,0
-2.196272685649558,0.1807068304249655,-0.4128733588151109,1.503664974552506,0
-1.5596016089574671,1.0140450677128796,-4.514854779790672,1.6599147067340077,0
-1.58628933526553,0.7778204088654763,-0.06819158112314952,2.4197154881909726,0
-3.572645795540508,0.41314591983609095,-0.9514200321894752,2.491448761617103,0
-2.852199773439403,0.5945339740508726,0.0262496231722536,2.543454033778577,0
-2.4196726651429827,0.9842645653480715,0.2788273343572121,2.783684027418089,0
-1.2645092152648247,3.077603223952482,-1.3757705837583092,2.856288237608918,0
-3.212417598946515,1.526209057498169,2.99688744813065,0.05882203249661622,0
-2.3311753070255588,2.3110531781222665,0.9304448310690122,2.0373009203112704,0
-2.262358948384205,2.7225011605356775,2.052293897847706,2.4027971973131415,0
-1.7124834209538293,3.365395853781768,-1.3522060918270051,2.290929845644905,0
-1.585250159057856,2.810816826185534,-0.9273226815866734,1.5746141952450805,0
-0.9497350733911145,1.5561428353630238,-1.5110902851582666,2.6970509071120987,0
-1.513852346569118,1.9885586336483403,-0.1509129905877169,0.500705392504001,0
-2.3680899209981447,2.4066532835773646,-0.07103513029929753,2.7936319490694053,0
-1.857118312454369,1.8848626035940272,0.26567604711913506,2.6930105020420383,0
-1.6838047416238695,2.6417159215696806,-1.6042523523391587,3.242112370487869,0
-1.9221313531984752,1.7400592036733815,-0.5144619138406084,2.4489058449775403,0
-2.2559803507245073,2.203581736968517,-2.381308221576001,2.418073547639485,0
-2.7178166067399947,2.4365498259368303,-1.7442727119722365,2.3324107259932183,0
-1.3118333222041754,3.0576171403879777,-4.220071351719022,0.7330274564793833,0
-1.6225839053789608,1.2923490767796761,-2.0080998409378616,2.7282704383143708,0
-2.444515849295345,1.7089011263457774,-3.5092405293173705,2.3927503596521578,0
-2.426045511755257,1.4883823266512022,-4.209369360060486,1.4671027076206362,0
