Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,CURRENT_FAILURE
5.4651555247063435,-4.4532506078561775,-16.879808361703617,-8.442089909208956,-2.541413767014582,9.602860398355096,-13.632696073730186,-13.666684378585014,0
4.275282800294345,-2.9435530791737223,-16.634270416061582,-9.120419619230502,-1.4580648034859056,6.435160439953195,-10.845441538569977,-10.2433077725403,0
0.8954964847563791,-2.070947052775529,-13.883348629450648,-9.083982201536545,0.9414071637823316,12.063498572283372,-12.50286568708502,-24.319377613742706,0
2.165249919086725,-1.7166250370483578,-13.140217720873766,-9.552308340248283,-2.8080436090301366,9.172396383538745,-11.09921732568322,-11.117690613640674,0
0.4566044463271619,-2.759581826588794,-8.718422744375404,-10.499622371928584,-2.497122392895845,9.806333862628536,-6.794080385529092,-12.589195156080542,0
0.7834927585039231,-1.8102240295750867,-6.848078722709216,-1.1835964883609869,-4.466675624907985,10.715029736311095,-9.110958372114336,-14.225176533334379,0
4.5350157337274695,-1.0268760781484656,-9.099876973891412,-9.877477495206907,-3.9256521466345804,15.887302439639926,-7.342850308799555,-9.532219003578879,0
2.5992314669544676,-0.1706005674207116,-6.811635601589618,-9.637762342701546,-6.674842124548497,10.57930890799494,-6.4039759803126115,-16.777834452263065,0
3.6446452908554603,-1.5624206387357975,-3.8765185756495715,-9.669893400727817,-1.5458793047476618,9.704568210790857,-5.32110196035484,-14.179169999284916,0
1.7067044213085782,1.3768614867409967,-6.094893828773563,-9.640043551344945,-1.130124609708028,13.365121413803267,4.284100729445985,-11.2880479762387,0
5.323214756255924,2.313058512126961,-6.529133170889012,-9.32885293961967,-2.8277547698241,14.637135245478385,-5.202664789957309,-11.094328873194849,0
3.189173853742889,3.905983747516714,-11.314850238014209,-8.883288869957065,-3.4989869938617666,12.212668659595327,-8.01706834320237,-10.187733672659974,0
3.6620656117729924,2.834183732645918,-12.862872848875888,-7.560612688015814,1.0507214734490735,15.3225626110163,-12.962566058516428,-13.328345360001741,0
3.4623496843949813,0.9485892385704783,-12.350419252890237,-6.608758975179613,-0.33042811725689214,14.611894995689712,-12.898615675908705,-11.53319413885625,0
3.802867763788668,-2.4466542961998203,-19.255817230168915,-7.610595426132459,-0.48799726366698293,15.446225571373972,-13.368821069620962,-11.803303479612815,0
2.3991453908954354,0.982172347048899,-9.868463840680718,-8.180318053794071,-4.413601710295419,13.295942146236358,-17.289707824674192,-10.744464152205019,0
1.7990235834804682,-1.1831093734667721,-11.870729152151402,-9.0017885691321,-5.656295670427744,13.68354802881961,-19.879250616684534,-8.827967314776089,0
1.1111238075252527,-0.691227301033456,-15.268280399970124,-9.381856401664672,-4.304727155594456,17.439113871083194,-16.29595370323624,-6.9854610813172595,0
0.02748492955366677,2.836241777400622,-26.199307637518267,-9.27200326481062,-2.870550756019397,17.091351426004,-19.4538297982115,-11.270918526761815,0
1.1712760778271922,-0.7425263363523973,-10.220931944227642,-8.572261043626774,-3.535883384972844,12.32147770118514,-16.768174105858396,-13.863406825706257,0
1.4742595743293498,0.3172451634593919,-15.09114297857376,-8.447329365557914,-3.252411200141088,12.79305700128219,-15.36125472272683,-4.902264878970271,0
2.542833946136951,0.6681806601329319,-14.559093774381694,0.6089499256001663,-3.9651190413187116,14.718531755248572,-13.017796883530188,-10.808195770012981,0
2.0608939497738765,2.5998054925092076,-15.25191479351097,-7.385799308149203,-5.31834839256913,13.501574357905412,-10.299181989448215,-9.4273195699555,0
1.943328862256642,1.1163379572024223,-16.452454910922775,-10.661175122636108,-0.05379559116085586,17.966633826126362,-12.707407975490295,-12.653956101831602,0
-0.8719206630536434,1.6589299166352436,-19.94639408937658,-9.940412945968209,3.2740800964835834,15.875193283025647,-12.419733040329586,-10.460498305398371,0
0.9629558458402281,-6.043492961991893,-22.340993093127512,-8.910668561991596,0.9944691014027847,16.29875575768953,-12.753899445985663,-8.3043394666051,0
3.781636204514189,0.7063759727748733,-24.08413163021415,-6.716055922976587,-1.9459874312464305,14.899949104128254,-10.116709432004539,-6.869767517908147,0
5.123446723660576,1.692612236212653,-25.495663996570585,-8.76836818117154,-1.8496917263478365,15.797126568750317,-0.1778434310414756,-9.78321888591855,0
5.166815478926414,-1.422665924439788,-25.012575354936285,-8.277847491035685,-0.3865505149738031,25.272431230994997,-0.5987917073999709,-10.163693143495527,0
6.418682760185412,-0.6712275140693835,-21.636230456017834,-6.902911892522496,0.4074697583414608,15.067285701428661,-3.168422121803597,-14.00748120953295,0
4.618721945757445,-0.2643102579492899,-21.10624937620185,1.9790022254841304,0.7624901538309501,15.575986979849425,-6.0907283128741945,-13.885696590548344,0
5.259584510067039,-4.553908288381319,-20.46323394473113,-7.751172751075868,0.17095966101256455,17.214118981583567,-2.4053754136252286,-12.811537940155576,0
3.9184994767365993,-1.8945437382482795,-17.52813606949478,-7.276881966939145,-0.7234358754093035,14.690485808212332,-8.729620427506557,-12.728182870630128,0
3.1796102795858823,-1.2727696329910174,-19.40794568005579,-8.445314675962939,1.3178217454642398,16.66002321907789,2.548258103005379,-11.58720383102011,0
4.0521489412726055,-2.8700211353138645,-20.596295458200412,-9.336571043570675,-1.0170420158901223,11.939676778956969,-7.842476470557356,-15.376617122123584,0
1.8655144173058928,-3.5389338824167034,-22.097570951764105,-10.030697136472947,-3.70425047377198,10.509053642198527,-12.350244494776936,-11.049466881007138,0
1.954620854198302,-1.6820777174286343,-19.290105019732827,-8.338957829332164,-4.8482407367545255,22.691474963801987,-11.998430446549898,-8.464670425713347,0
3.3942155498550135,-3.518474526772551,-17.068661265066286,-7.202730738228432,-2.5402387718700936,14.892488802289407,-13.061790119416173,-1.8846076951733668,0
3.0582842551250806,-1.9053098921185028,-17.566041414977615,-8.372309805659452,-1.5911999388740719,14.038914019408487,-13.14628918784101,-14.39241254348119,0
3.344602450073787,-2.633882604529667,-17.81270427797482,-8.528100605888413,-0.43398541979086436,17.32893882397846,-16.16446649925856,-10.376842481449165,0
5.495186983567317,-7.7242843316059115,-15.32810808036007,-9.085649131652726,-2.417298131089754,18.480686213075742,-18.489206182851248,-15.141258034856769,0
2.30777502721459,-4.7398311741513455,-13.795700077618267,-8.348678145111663,-0.7408739103751879,14.899142750770583,-28.26206421888545,-10.258617792506872,0
2.1111434412588608,-3.919042319042477,-12.632749882843079,1.6983215135018686,-4.775478268896164,13.561910410044737,-14.215599790069145,-8.755108445728602,0
