Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,CURRENT_FAILURE
-15.31998039202833,1.2657703418433432,-15.024786518105191,-4.33733201665186,-6.209281299108786,-18.339056463997416,-13.056336068655213,-7.241874041492196,5.966297416792799,15.896079079966594,0
-18.86034656653644,1.7272143034864786,-10.82450447846134,-3.6886115821918315,-8.407417595804189,-13.914324945888,-11.20558527333307,-6.25606258637912,3.9262746020907713,17.390360095489832,0
-17.32002900773513,1.772486250947018,-9.68626662651711,-2.476635311015508,-6.307641060468383,-14.173758767064907,-11.818998054832365,-7.22838931114537,3.495534339417123,17.10317208575619,0
-12.072328938399192,2.2769417624790016,-9.754043575408758,-3.9475095727317604,-8.331614017126478,-13.66188730499214,-10.222495304098638,-5.562945733277864,4.110048834005443,20.386984376734013,0
-18.045811651330492,1.458446376051918,-8.21559391022967,-3.0772371765730435,-2.8355994709193384,-12.594154538441085,-10.658898275239478,-5.283910116552942,4.74594951517577,20.105484488315575,0
-18.809296762139066,2.6201197083850545,-5.775229992223794,-3.4843335428537925,-7.783181195048728,-15.464261404903208,-7.944032337546737,-0.832689877748376,5.341301267217836,19.91777005666822,0
-16.74083838399292,5.55945241851896,-3.6319343417257057,-3.8872192631509654,-7.790901135489756,-11.994229642697862,-10.885098323650704,-2.1752094040899497,5.2129179784999335,20.581243334609038,0
-14.56177535646981,6.606150056902279,-20.237032095785676,-2.3458352516859793,-5.468568335370108,-10.15710032040191,-9.576579348859381,-6.276437546384946,6.90141108676913,19.498738776475676,0
-13.069208296074216,6.2646542853336875,-6.965755405626946,-2.890448117395451,-6.296196217992716,-14.240042379936794,-6.4518391067026455,-6.185209695836361,10.273380046373846,19.493696563940293,0
-18.1664315032604,4.920003612375975,-6.25186328907153,-1.545751761282256,-5.8227470434803905,-17.597126942847552,-7.0617582799787195,-5.020414183884805,6.377260342557948,21.949364217186606,0
-16.598085114004945,4.00071518919769,-3.792242510106621,-1.7777382423167456,-3.806643394455963,-15.472773765626208,-7.2260032167067365,-7.286321382072519,6.037021667948101,21.685702846307333,0
