Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,CURRENT_FAILURE
-0.4486079707193569,1.0512686142010614,-1.421935864842733,1.2856313609543917,0.7900460365188157,-0.4602893884985281,0.41245100783679556,0
0.041128823191748376,2.3064233694762732,-2.175672109110723,1.4853895123983158,1.495984366823537,-0.6977537797398065,1.518394849193169,0
0.4230098026083662,-0.4309162793129122,-2.2221663898812247,1.3614845455086209,0.09556107175542561,-1.3721601359450373,-0.2908132031885682,0
1.4191069374758292,1.095065678777732,-1.3073394141813337,-0.20698835853584907,2.4663054845270214,-0.8774604514472019,1.1727905106794523,0
1.4205337504916151,1.4649261806065108,-1.757367855507174,0.1993273877759425,2.33529764536712,1.5385473631433348,0.8181695528137594,0
1.742721310870567,1.5745445059118208,-2.76498407531422,0.3186287498274677,0.12928192805684913,0.7157292505250272,1.8868782208096095,0
3.056828792242622,0.8259469498464242,-2.3016285150081837,1.9123111744616448,2.943355418636777,0.2912788668200865,-1.0978965157860774,0
0.5121262970959258,0.9641137385286904,-1.0433186675725628,1.9021541441478378,0.9614170202008963,-0.09305401769560817,1.3245650127196735,0
2.072425466739492,-0.748200287339339,-2.3667281768196236,0.2792289554432944,0.4414712451174474,-0.7265447758033152,1.8238988140039345,0
1.8066021121661222,-0.1390142840151919,-2.3759866098519526,1.3673550982583265,-0.18543612488749828,-1.9343604545317203,0.6779777457447476,0
2.7370674167463207,1.7325298900801318,-2.12865999473227,0.6739188618627512,1.7342512213671726,-0.35677700105459054,0.8623797244105291,0
2.433403277295012,1.996336116329772,-1.289286014037328,1.3606991019847796,1.418574200871728,1.342050368146254,1.9270301653746986,0
3.0586426218670595,0.904749548614725,-2.9361099036764857,0.6066947227326469,-0.5964308297346437,1.1804718208527492,0.813240079915975,0
1.111227952079414,0.34160096063647283,-0.9797272858150128,1.384667370489563,1.264630650412149,-0.2992865524148982,0.6976547914333671,0
-1.591730047554174,-0.7384656264429815,-1.8748013442176907,-0.20551787814403877,1.9216469236630473,3.7554588595524203,0.9282319251957392,0
2.006261430754436,3.208995278606254,-2.5166705973457817,0.744932541138973,0.43584466543506895,2.8767592788154097,0.2580519651778931,0
2.7185808345171174,1.264869488791641,-2.072613109663905,0.6492820976875167,1.136948331650189,2.6786201364721345,0.756786667192916,0
1.9345885337911177,-0.25085444957133896,-1.6958622997714412,1.5725311967845788,3.327358389182748,1.6593015179520263,0.2528325991832021,0
2.160064992149117,-0.7737468768917685,-2.9402919364772284,1.7524450525235409,1.6999970419565824,1.791079129508283,0.9695213603036336,0
0.30561031026868024,-0.29580651915107964,-1.8927368807755252,0.8318360563652136,0.6665180347296435,0.7350436394035618,2.12446620083025,0
2.42362442403562,-1.0990008495046384,-1.6762473534334537,1.3757156381537965,3.746604900420145,2.07897092766164,-0.5223681970345901,0
3.7778951793290685,-1.811230161978656,-2.501917287631912,1.9568768583766842,1.9214865410370217,2.930186285448841,1.4471036818684975,0
2.009435550486526,-2.547433164146367,-0.9988775209137329,0.49196457034851643,0.601851616337587,2.2292098564373113,1.1676772879072508,0
-0.2358129013061765,-0.7816243091565996,-1.593464734430219,1.5376580051892224,1.3797007970774007,2.2688613994446496,1.4089843909675754,0
2.238804536778994,3.4556354771305635,-1.53192615200085,1.083275026676385,2.51525441818677,-0.806064436700441,0.04597145908823186,0
3.0054952865263904,-2.0451419433298867,-2.5511906675840264,1.9496540563013205,-1.6768739517314701,-0.21584662942652133,2.926978881205376,0
2.596567899415893,-0.6605274440093147,-1.2027098529142721,2.7017060609648165,3.3331770873834703,1.5702692118571773,0.36567225096090106,0
2.707849218923527,0.3312494553733085,-3.232825391286879,0.7829699382691017,-1.9691126333384716,0.46637609007587755,0.38015846027627365,0
3.8595599854003333,-1.738401853533958,-2.29219323347672,1.4560199571192407,1.0893287223877464,1.1318936590353073,-0.2383167346332864,0
1.50102973153214,-1.794060845390479,-1.9290656232627372,0.7779200193460564,1.209046820740166,2.4261294138347056,0.5368433953420351,0
2.963190018979191,-1.1820232459245,-1.7712619624702162,1.58005514413862,2.3862112723426683,2.889925896622901,1.3786960184738737,0
3.8171256213675853,-1.1226965715801498,-0.8713822197665524,2.0859113466537504,-0.2859508791728538,2.7238057249015863,1.1901457297191107,0
2.5847417766717675,-1.8695376420232352,-1.337467225224573,2.673193564036841,3.056570524664433,2.7543641549634703,0.8682179247533583,0
4.629288158484423,-1.8333463558311864,-1.945179748157206,1.3418627557449292,2.69460473456446,4.137253407848251,1.4301754576935148,0
0.4700115325590257,-0.33767923299361324,-0.9540121061673201,1.9943269727544428,0.34442618758597554,1.2837642101741005,-0.12825102809572675,0
4.14709678031778,0.4644569466112596,-2.262203942437221,1.66265883745076,1.2449351396850012,2.521330656781314,2.218001114454086,0
2.7573185632894535,0.18228982001003657,-2.494470216614272,1.0002512762790603,0.9627722742974901,0.3712723738418165,0.5505583370779376,0
