Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,CURRENT_FAILURE
-5.673130973739971,17.254991790249314,17.592284285196964,-0.9674916140345435,4.285178714998978,12.158051902500937,7.787990990955308,5.206751595622927,-4.871058719379547,-1.2011832464568357,10.90555359572284,-16.770008710924134,0
-6.029346175944783,17.235565799531457,16.74489108314099,-5.546250991082395,5.690882676122662,13.3511093526597,8.006372725210849,5.599364957274603,-6.915015573440331,-4.2999265662131005,9.958209370063537,-14.478303810453811,0
-6.605864145987007,19.329691377996532,16.24854092571486,-5.9294771852677615,-0.5796497418386757,18.523762056580654,9.275811273649044,2.4107285013922626,-3.5648904887311565,-1.7726748114684883,12.89943675367791,-12.875812060097926,0
-7.535084279453139,18.33853257041979,18.33859460247191,-7.337474151019794,8.813945263648778,18.466450984183766,8.37542500119444,4.31800414064801,-4.07249737747679,-1.4182190974937454,5.9521113331658775,-12.274803088123042,0
-4.822845545828953,20.77747096571002,16.699069423136923,-6.341887977006541,7.301728509273708,17.73342543801467,9.210852036978066,6.773747836931706,-2.33490031279133,-0.4535895192366133,5.176399669335877,-11.49866327067164,0
-6.290408408624831,18.46996533955471,16.12957155164743,-6.94857126764498,5.1219511640316515,15.97190599168077,8.863214514096228,8.374004122206584,-0.1066847897845653,-0.8945700676442733,8.22259719236311,-14.410501660201586,0
-6.01580046011901,18.649818226906145,17.723008303863224,-2.68853819813009,11.810659160502464,17.77664733792574,9.311104061034088,8.352845702458941,-0.19648073596206106,-1.020936053463733,5.841640714988367,-14.125394504934757,0
-6.649407373038593,19.599559891792545,18.811176581811253,-4.6281679272811544,5.682884954221471,8.391411726824,6.7603394883999846,9.930713205347327,-3.23280531629311,-2.1874330589372972,6.984880850141645,-6.53677229416604,0
-4.970621659689488,21.30552932252228,18.97405815946548,-4.426033672492097,3.1267709617205623,17.05725157642329,9.859707685801983,9.200783159312584,-4.300007262467172,-2.159773100972176,13.022222936172426,-9.89188681487931,0
-5.548267569702357,23.171012660787518,19.83196506188922,-4.584200078160015,6.916349617353786,19.07210407183963,7.158503769381221,6.517831100161473,-5.5864431284947065,0.04486476512654547,13.344808935077216,-7.538992924879415,0
-5.59461515752762,23.4705240875426,22.504211796297604,-3.8681922753436266,6.29050259610222,18.53921884160857,6.806693053395772,5.994860195944382,-4.318943082122331,-0.5653986109363569,9.672392247123106,-6.192900262805629,0
-3.944831302152585,25.46481387665023,21.812830483012483,-3.891214138911025,2.507973147040725,20.30820190851118,8.978969945797008,8.717576711218516,-8.425715423772598,-1.4277210300507412,8.456632255318752,-6.473664888702538,0
-5.78544386158148,25.364252944989257,21.60321159402682,-7.5324169207005855,5.197428494918065,21.326454752113456,7.168107565935978,6.963979310440376,-5.403426244803436,-1.4885981290380133,12.803661967661343,-8.417356088636119,0
-7.404654940696359,22.897899073618174,21.837786861588402,-4.794142980801182,10.67231303100511,31.701714654869416,8.263764803370107,8.292980804108671,-8.563897292504777,-1.8621549581565244,11.125563351708601,-9.99558291517354,0
-6.682571575103083,25.17249428859205,22.434326246515614,-3.1915297127520597,7.523344781726101,23.33746305959341,8.858565560806007,5.233231353407119,-10.333243089052951,-0.5957268867686796,10.786415916915317,-10.548297687119149,0
-6.488469857293124,22.699122896568188,21.56870588558116,1.1325081529950696,7.415771524193229,20.343338259078443,9.457434579285355,4.6380189056687735,-15.85367595870622,-2.506053429449103,7.560041704643039,-11.247143762884512,0
-6.530276942514783,22.88572771758312,23.439491998672686,-0.743998010387561,3.474334028491085,18.864438712410177,6.475986766793946,2.71806875352501,-17.05643481190587,-5.736316419250178,11.873876315927927,-10.609998647102824,0
-5.844712330309172,24.91200728399398,22.127512068751045,-1.748031753345923,3.9525798426039302,18.139543895370018,6.442399772706228,-6.8131846306034465,-15.54018296552604,-2.0644901464377714,12.867771405627973,-6.693116834410975,0
-5.481741217277932,25.4195967171404,31.638216960094212,0.06289042381330212,8.035584824440601,17.274433593269475,8.385162900747288,-0.6642371433768677,-17.87322917724197,1.101754826521395,12.50656184611273,-3.522597048663311,0
