Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,CURRENT_FAILURE
2.9315959049421934,6.256024721068871,2.739654071226635,-4.730518485626522,-1.99550729021388,1.7467479629084843,0
1.5545579943045356,6.723734718600788,2.7256140521714736,-8.438659335456732,-3.0482041071769155,4.584348290794749,0
4.195856608302576,6.667493872289229,2.3693978337688097,-4.035806238644673,-1.100993458598861,-1.9227321716696952,0
4.800415873980455,7.4062117508846095,2.035429128455506,-2.873809434862345,-2.440118138853657,2.514678455615244,0
5.298159181656621,6.543742068869063,4.898980924295617,-5.076861160255584,-2.8536150244226186,1.9209288176446455,0
4.533647115620704,7.242088030542984,4.936741210269387,-7.118750194035806,-1.894702471098409,5.389564239282402,0
5.265991377294145,7.197278879179385,3.6817050580032857,-2.200174542124193,-3.8056314415680284,0.7581093692293911,0
5.429516277900658,4.919303492036692,3.7130933754643145,-3.194329878415461,-3.0421203314296155,1.4705503602257974,0
4.734091930189539,5.287156304417973,2.7221692043920287,-4.617651954835407,-2.2213546679522937,1.5518931980092774,0
6.251894699768384,8.100917536827128,2.275373909306713,-2.882396977780478,-2.322831749113481,1.9894400309356275,0
7.340151739310465,5.4767512030759935,2.6346583320795807,-5.614908331851005,-1.8236465737894652,2.5550922389660435,0
8.037590100709433,6.168961122993633,2.46580762000207,-4.503486556552859,-3.304036781065492,1.2647017133723528,0
7.763423018580023,7.760694313875701,3.3841806152175833,-4.152620644581896,-3.494882551195538,2.423803543808086,0
7.5652432094220154,2.8033573131106344,2.956219629246242,-4.094022526524982,-2.737855726678213,2.1606197499280606,0
7.714201326083661,6.650948903762346,1.0731309906264934,-4.447498292894859,-1.4316767647211162,3.443828624087538,0
6.67432529339749,6.300933513545096,1.3210541114463066,-3.7196781020591843,-2.294461500475074,-0.3553411999141529,0
7.583963997907149,8.30902637855674,2.125773876012061,-6.647503334188961,-5.605316275580067,3.2583944054227816,0
-0.4005839551758461,5.885881120475383,1.9684847167449762,-3.330886421235954,-2.4697089703003114,2.1270281703436695,0
5.976941338819844,6.829283712401436,2.836837699803189,-4.638476286861589,-2.5018978625262585,0.8052636032345414,0
6.135571751804531,6.837604699251644,3.188235850889371,-6.260299829095577,-0.9225603312855268,0.7029813316860474,0
4.420756613344568,8.506371740257187,2.6126815041013334,-4.647670112043966,-3.294124956043051,0.9676542889711452,0
5.834306641496385,7.881612108517176,2.4423718233696428,-7.64959935001313,-3.0630824633866505,-1.2502937593502743,0
6.969172773907664,7.851779471822991,0.3767565858027049,-4.583729741565116,-3.555953087708199,4.193844692977796,0
7.907033624002163,6.5828668107318755,2.033135238838028,-4.4684097195418255,-2.046479451098175,3.565399021925841,0
6.51006405375206,4.866609518868426,1.1005847573358176,-4.421484649655468,-2.432853651685073,4.017671567233417,0
4.293279039902053,7.542730923954926,1.118425610918216,-4.009902079198794,-2.3146727529237014,2.6126925971298314,0
2.176907068240705,5.79096134479709,2.3450651661178767,-3.9652511311716445,-1.5961044995107967,-1.1049796761976522,0
3.0344153078661,4.907224449950251,2.048054758619186,-7.040022423217485,-1.7502998939101786,1.6905037603059332,0
4.420871752543715,6.492839547910381,1.2928345627787636,-4.841049099869078,-2.5591242733630697,1.7733284908753346,0
2.620377189345012,5.952822135931749,-0.3759712602296581,-5.199008194045035,-4.409092688341321,1.6327142158656196,0
1.6843565951792503,6.696991844417428,3.4766684252946107,-3.7483506716193715,-3.853441276438759,0.6095924660616512,0
2.4755377826490244,6.378324141088564,1.2528325018411097,-4.7451323283781255,-4.1191691607081165,0.8194875955927159,0
0.9553663178985975,7.73788362459362,1.2847958787059897,-4.218081195748015,-3.8219227648062266,-0.6449607334274088,0
0.19070375400797035,5.620774666003519,1.4312873553611314,-5.465065059443225,-2.548205704495982,3.346872814485566,0
-0.16502215530745334,5.349924045470672,-0.8716433770088892,-5.71472233763564,-2.775347465699712,-0.0018953699412957992,0
-1.2346601535525652,5.41237819998059,1.7613696655824622,-5.58667558617735,-5.493736301687175,3.1681487021059667,0
0.26155756983640044,6.418392606291315,2.3958251961907364,-3.455299330596106,-1.4527012799911017,-0.2418239587975093,0
1.1373196703639008,8.26189452587909,2.170097379126667,-4.593741769592225,-1.5883391902038104,1.626284989971373,0
1.2150432367300465,4.879115076082129,1.514439469532106,-6.167602008593979,-4.166700497509433,2.630878259961528,0
-0.9175757295615501,6.2345896436028205,2.6718587313137796,-7.316448466256788,-3.7578349180530606,-1.1097286865479972,0
-0.605540565113959,7.3726345424213635,1.7837420441351433,-10.349851409061925,-2.9818042604513573,3.7347096509130777,0
0.06312650399497188,6.145986798454093,2.202318365862604,-2.44039759728353,-2.4729296008859296,6.226346546675045,0
-0.2865237973206407,7.348972772777877,1.5788704659842465,-2.0806046494973356,-3.4443349116008104,1.2581785482538885,0
0.48692831967025696,6.585569808060061,1.353115197175029,-5.295990635559582,-3.2600406641825797,1.6279624781180748,0
-2.0046342828379755,6.7367468039336895,0.25561514078667313,-8.285361964405263,-4.6430405946177205,1.906830308880249,0
-1.2442559858065145,6.950745890796428,0.3990207072710794,-0.5580132191934322,-4.613595428536899,0.8904728997402928,0
-1.846728961176866,8.136868036912288,0.777540406065631,-3.3990069004826893,-4.391162847817178,-4.7642611116611615,0
-0.9673941038697882,7.440659954669209,0.41574905187556666,0.2796334205218174,-3.4230664150428205,2.988368345309202,0
-1.0191071355328627,8.385127475948256,2.607804937082813,-3.923394897790904,-4.274274625796941,1.9960780127638824,0
-0.6571915793172699,7.126627845774735,2.4519018967973527,-1.2662289614211812,-4.380270417160736,0.38382500328154956,0
-0.4278650518738403,5.3141589753203515,0.684626025468126,-6.539931606192221,-3.4752942377265494,0.8473299744596561,0
0.16693732826748886,6.934863622053379,0.9195634821877217,-5.295445898773547,-3.818810972462549,-0.37131066295844795,0
0.8067901346122937,6.34866883438666,-0.34048316419446056,-4.832405976209491,-4.385126468743337,-0.9281000391556868,0
0.2956579938532889,6.371596426094252,1.2951170066750255,-3.8082629057559627,-1.8794155074340562,1.0743039021481062,0
1.6147769715136744,7.4445005790702075,1.5257437993276721,-6.1391360864438385,-1.1363518752661395,1.497923887458386,0
0.5620525502264929,5.037851493628596,1.5207251170233311,-5.032211474672219,-1.5922543259742088,3.0237504098367185,0
0.08474897147699934,6.3906530855399994,2.0190009423463673,-4.836857688285262,-3.03273406412495,1.0789058367279116,0
-0.5284425806692687,6.874565662451065,2.1450198430190968,-3.22464301503079,-2.7504862490575945,3.775209556652787,0
8.471428565681506,6.696593199101222,1.5421067105620496,-1.8198237212726616,-7.998123950943034,3.509660712845272,0
2.830542737909817,7.20195074042874,0.4817223297352211,-5.682799189775429,-3.3212286072608066,3.7942482894775615,0
4.131062034096525,7.28598308612536,0.466875519502401,-4.591507311962807,-4.262612926800917,2.114322592095264,0
3.6294311697969315,7.175396410103343,0.5863449747308225,-2.9262100162209217,-1.6997325501626217,0.909621669056653,0
3.291339334340132,6.7431535605563635,-0.5277112672111492,-6.48577147769729,-1.0793171862034305,3.974336662533959,0
6.189226313264824,7.73889085849952,1.3842715940991697,-3.4738056406140014,-1.9632363558185446,3.3699469919084573,0
4.236634338434932,8.938261922708634,0.5377517706635051,-4.26301171906748,-3.706821951939363,0.36090647833073475,0
4.278005372888888,7.547987974143542,1.1367631915146033,-1.9735200097601955,-1.835780081818069,3.265802031086688,0
-1.8508224454775526,7.442231149232955,0.6036750740720864,-1.9200495996043503,-2.6690775562428253,2.3803760736933617,0
4.6418141631786005,8.227034596455049,1.4566724705803864,-2.8073751041585524,-3.6033078395026683,1.603759790020342,0
4.044449467256671,8.154268743285817,-0.2218906604271167,-1.56507709606191,-1.7218230040095093,-2.563537167640896,0
4.6387105704081835,7.597514855680027,1.5934488381054335,-3.1603744512877254,-1.1184294369738348,1.7082160489033087,0
5.615287879196831,5.909633153933373,2.959176098228416,-5.085455107404631,-5.6948190306362445,2.166651950707562,0
7.281537204107373,7.782708079403945,1.1284353046371858,-5.977397653886005,-3.45804984430659,0.9022200501487978,0
6.264787188395384,6.667208688954532,2.540946311679135,-7.397458148173248,-2.6093438731607916,5.250180571689034,0
3.092358077223917,6.685235892683967,2.51436862119248,-5.61200945629428,-3.2776022282058936,-0.7902582651976644,0
6.108491185557039,5.6083053834589185,3.954468006863404,-4.1520460177933485,-1.6692641509674075,1.451336533246715,0
6.4547640104164605,8.158583247396551,3.7488214756409945,-3.2362938838337216,-2.2302800968243055,0.439992875493193,0
5.003668160441607,4.6652210842936475,7.242207247562362,-3.089940614054861,-1.5716858748684122,-0.2919208108738296,0
4.751527196984176,6.30501607982988,3.172238875471791,-6.632147146205072,-1.1622350660434477,2.55914334533868,0
7.512639649958733,6.882006635918093,1.7965498512603775,-6.4707503591390365,-2.648858167505127,1.9957966963419165,0
8.137951396936561,6.744290930547694,1.8642025685746382,-4.689449498690697,-3.358907855988975,-0.2483089861763743,0
7.136922922547338,6.1911039319895,2.5514285610973877,-4.7741876578658715,-3.396444750442468,2.1971828709418366,0
6.768182316111836,7.563979851915232,3.2271227575632233,-4.661596983605438,-0.14995188034315854,0.39089659767922846,0
4.310809445079582,6.792750218679056,4.4678148565648215,-6.829566289743054,-1.8824112714247687,0.9144230846699776,0
3.5392479337975167,6.579688472464156,2.9906441064414864,-3.9455746163207097,-2.9733176496877047,-2.1427102367906135,0
3.804443259481337,6.289498531702137,2.8615913848759567,-2.4162962484177184,-2.0686411354295724,2.126372670719243,0
4.681204672396936,6.561400006861389,2.1657606738050132,-0.6945745571528881,-3.6201511306569314,3.7536140952013235,0
5.0594748935610685,5.520443348687125,2.792657199897282,-2.602849127712826,-1.0459433469616575,-0.26677330384791254,0
3.7365472122900028,5.919128084451751,2.4584474612371623,-4.585172637955574,-3.4542845653139285,2.1194053713830288,0
3.8979915284464655,7.248185417012567,2.0593647546212517,-3.565449567700073,-3.3868746063005295,1.9984816153541904,0
1.9545847600376143,6.685625670038292,2.1368809962908637,-7.349889269292572,-1.70137908943605,1.0833333867086024,0
1.808237511997238,5.338247126709266,1.9953875791575502,-4.762413778786346,-3.3266423407728776,1.3610231304058866,0
1.4146102011131432,7.07993549258671,1.5736060590402237,-5.560043125384611,-2.08037296850323,3.173353221574459,0
2.48198117882909,7.500013988218453,2.8949039731482653,-2.3130896513872323,-4.243306193125626,0.5662497185494089,0
2.0375233367467427,5.922975781579075,2.96276773051664,-6.549102366926149,-2.720878599243468,-2.4223588713778357,0
1.1037861245203822,7.65380417249964,1.6928421133128742,-2.9586369748979386,-2.458981185469495,-1.5204241552374103,0
2.7147315374412533,6.474799113858165,3.1455492353706545,-3.1948103410737048,-2.44912837594203,3.1172201739603804,0
0.9169308022933623,7.252677488508183,2.4362695271549573,-5.732489841784247,-2.2831863623156137,4.491055450604871,0
1.507249831627834,7.328005968357331,2.5498083199332635,-7.277285658050976,-4.715579642963224,0.12416176006075297,0
0.3985004516664087,4.9566409937741325,5.050621924503737,-2.6129026191142977,-3.6767523133208955,3.578426411278874,0
-0.19902840931944987,7.378062800018159,1.9588683267745475,-2.1642192626607413,-3.440263108436571,3.8760915469555974,0
