Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,CURRENT_FAILURE
-6.036799319606639,17.612109186389937,16.487208448300226,7.217552054599215,7.224557514282468,12.092687451495427,6.2476227443004175,4.458918173850655,-6.633087138147983,1.4584763442547528,12.96741474344929,-16.048878666447706,0
-6.474967683458024,20.4144826327406,16.983918051058794,-1.9404628158529844,1.1836327032917868,15.1917293379441,10.00855397576673,2.6315602519828944,-6.458197071121505,-1.6076323360098925,12.006325613327952,-11.976923168430387,0
-5.451775607209604,20.91583658210163,16.580891327245673,-6.451100107937204,5.262637019863962,16.066622764871685,8.368779967421416,0.8815285311748537,-7.477421367819527,-3.3060106853372524,11.805388135315075,-13.793903265192835,0
-5.813039523295373,19.850391853711415,14.087316733363132,-3.486864288979183,4.67588430093176,14.835754651824141,7.057674678657345,3.5160255836260568,-6.873447696525533,-3.059280147274361,13.380911604387231,-13.413846014426575,0
-5.600238015043542,19.617067727774113,17.40002489715704,-4.326289923293991,1.6591601092251622,14.924206886293408,8.121184925752702,4.8245726267001245,-4.946975915817217,-3.4696236675034555,10.06510449128318,-11.936143262635111,0
-6.660730693042068,20.78729059569422,7.583477367058732,-0.6544818333058151,2.1586217314560727,13.439780315759593,6.853585869484502,7.430671432062162,-0.3088751016949436,-3.396979889088648,11.06272501017903,1.9055993872805086,0
-7.1106374551374,21.474049609107873,20.34690010003445,-2.3868710017276613,5.078608286201272,13.257670712573017,5.787162329945769,5.328964716899618,-2.9683962669263657,-1.766144227851815,12.392740880214834,-11.15535873434735,0
-8.431781511810684,23.04141769911498,18.9151156779943,-5.244055029090086,2.95896843955199,12.562659466295127,9.962028572988082,5.485760578101408,-3.373959000814898,-0.7918176837115767,12.525525977842099,-15.948042273363129,0
-7.946378078865676,21.209905384747977,20.426758638771457,-5.6711323294815115,2.7928924978809557,16.675302704930946,4.400293462105106,8.060591757626701,-1.83433179245046,-1.7641220446261385,11.36054213710965,-8.921187311688552,0
-6.639364753552771,19.534437205264247,22.39789762028174,-5.682729207551837,1.0114549679335436,18.637316004958297,8.955573624610793,-1.108603122413621,-2.818349730066357,-4.562321700565402,7.0649213191890965,-6.062314741391583,0
