Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,CURRENT_FAILURE
-18.365147106268843,1.4091232457223426,-13.854296027031662,-2.3743471160653558,-5.270333475691297,-12.217738898635828,-11.713255135454443,-7.455321492812797,5.390762723690152,15.920918662744269,0
-16.3076573569644,1.5578258289242028,-15.431006176173772,-4.206244442530865,-3.6394514082522305,-16.35607980006113,-10.883974749247441,-10.815577431458863,4.842405604330779,17.354347404458355,0
-15.281234442988518,1.1432529394530422,-12.845723613109312,-2.779036879515992,-6.31480551357261,-14.216852633641157,-13.20385180798643,-10.07914354388926,3.569497193058277,19.063106963017727,0
-14.497559979685779,1.3017504643565618,-10.203010644448733,-1.9130268940915531,-6.969278229197637,-15.610821981624659,-11.793654142222621,-0.711767169021507,4.404799806685088,7.37694624766999,0
-13.324152707548256,1.2535410776951255,-6.546291443894949,-4.570720729897257,-6.007387945539376,-12.716002811713786,-10.238014530091966,-3.899192213674884,7.547349065948219,21.96084959505971,0
-14.60487677210105,0.7302250799265178,-11.357182924902073,-4.0341552862050705,-5.6663204193264205,-13.144583233684054,-9.483525058152065,-2.533307561110927,4.270636908516772,21.866850579330542,0
-16.00315594031236,2.1508881018161565,-7.576011110461969,-3.4676546468389216,-6.827385806425836,-12.906895403657758,-9.466257038409678,-2.6478516460058517,3.9882866017784693,19.217473990608262,0
-15.560934513931445,1.7172033874171047,-8.226970905300004,-2.7069821247094743,-5.918166852827278,-12.160187297242935,-8.65662139779765,-5.467770893131561,4.890056470489921,19.58083813652934,0
-16.659024589739992,4.065854059803469,-6.930199028995403,-4.224802153347597,-6.797124068385557,-14.75071982736937,-7.510364371606318,-6.2091225143009545,3.03876032547334,20.07967001224777,0
-16.96806270708115,4.811836670550878,-8.311034069389995,-5.215218353880335,-9.2518838881796,-12.101581645135708,-8.763307975624352,-8.466909482257465,4.576131622555892,20.982013004236244,0
-22.79401218097081,4.7428543667916685,-7.430551391292365,-1.9306617692358956,-5.191950942441613,-16.11044167203272,-5.6164924854979486,-7.105801092947065,5.77156156847037,22.233596465305144,0
-16.54197021177525,4.4735423584438045,-7.351720974428032,-0.3504094127694395,0.5585782128338708,-11.793238721633665,-8.440966100938054,-6.857703295584022,7.606203736285531,21.46807938848068,0
-22.685524657557398,3.779335503698651,-7.38027584914138,-2.4768866260080573,-5.633567867331892,-14.90706439198611,-7.775271266315987,-11.42056211138823,5.3603236914243695,22.156703024093268,0
-15.703278670882199,4.3330078892947235,-8.184055737551727,-5.557567524457317,-3.5354680908197644,-12.104864737467896,-6.2415134084845505,-11.340068862771796,4.619972812389653,21.267376439476628,0
-15.588092738604002,4.44943994820868,-7.896572459655347,-1.7846893659450005,-3.9782710007817723,-16.72133510326008,-6.783922238976787,0.11983236276912379,3.785975956529508,22.10846575908638,0
-14.303207564384516,11.06097353473408,-6.860894542052861,-3.4834603002258073,-4.885870779019026,-15.65831549138607,-6.3286906911459395,-12.466617022153036,5.383562038911883,20.923444877752907,0
-15.919529016370012,3.3296434283779934,-6.0976860590967386,-1.4942861697063705,-2.6452719489043517,-12.94174562352771,-5.865544489602421,-13.670732705745756,4.1245226901133165,20.84823669916415,0
-13.116988372080694,1.6193037424124177,-6.6420144290870295,-1.7514954212662008,-1.1865608825408815,-14.4008072896833,-5.693722088341626,-16.009519005932738,2.7223296043839866,21.92585151906266,0
-13.683108789434863,1.1954458673599977,-6.884836266924046,-2.6653705402641616,-3.217107093659166,-13.23316252279367,-5.539561606729578,-17.976949739665116,5.437995137189274,21.475711290852697,0
-12.526739453479209,1.294095746634855,-4.271458412627318,-1.7865230290941096,-1.1110908323714521,-14.022918818782829,11.154373220395714,-15.803980196756577,4.001470385189661,23.673269500364245,0
-15.930934809333113,-0.2863704508274465,-6.056771348480513,-2.1734460201246586,-2.933887377305754,-15.010097644985324,-4.511812245571834,-30.162388793074257,4.439354246565243,20.957440427058458,0
-16.331997694673802,1.3339943766253706,-2.858659565045196,-2.084123447030543,-1.7355203675564326,-16.18663769896328,-5.172905116596948,-15.675113087712173,3.8642168328224153,21.194370629806592,0
-17.448995746149002,-0.6547222751738837,0.5858483228252105,-1.8257525858203458,-3.9062373908356736,-12.71901600263281,-5.118585782051835,-13.598532790305109,3.8309359600526616,20.474632362213168,0
-14.99839985692354,-0.4151889353929846,0.13923641485604676,-3.5962901007830084,1.731154729236314,-17.12768526033752,-6.314435943260635,-11.277945720237694,4.961379834896933,20.626850252301672,0
-14.267456434110311,-1.10790869224242,-4.790806594264453,-3.358587715337843,-1.934223746447545,-18.12120553333592,-5.852527011798407,-8.988819734162988,4.89539623817814,21.310296629789363,0
-14.171498218365072,-9.536678976674752,-1.8408599476862104,-3.1564241459228786,-1.5509523270306826,-14.099124905453033,-4.170418398179677,-4.621475219119266,5.170150417001811,20.718814880503718,0
-16.56075743801723,-1.048471139707791,-7.453040385828323,-3.2816816007986946,-1.3666795288542037,-17.766438386926065,-5.383792873510033,-5.927858535856803,3.8824674168948476,20.74742601531785,0
-18.556020213702283,-3.3338261750030265,-8.719768735441713,-4.987298682547083,-5.333754609874544,-16.478747151850204,-3.584890539108536,-4.528943656110786,5.101543232284984,20.635144947458873,0
-19.531899954160203,-2.7167385420034873,-8.777218078018368,-2.215649157913656,-2.255746860541178,-16.481796730723733,-3.7270315733309074,-9.972602635980245,4.889685314235406,18.30558327902834,0
-17.96365458660116,-1.5073900611042232,-9.312067982633561,-3.183239799828405,-2.0250761618780615,-15.01372112380892,-4.2190553776828565,-5.393471317676558,4.058151439964558,17.34976049638492,0
-17.248378182668517,-0.9156359090564168,-10.88445302759071,-3.4689946574079134,-3.941799922503602,-16.830964400622925,-3.902288846022005,-3.1562883174235337,3.1342779626358754,16.219534099349975,0
-17.74826720221078,-3.2583936984039124,-14.086453435387911,-2.47551887502447,-1.2001416712269815,-16.064684192797646,-5.9286531320827525,-4.474753793263107,4.554198080590447,17.181076377610026,0
-19.556321980545317,-2.52596662704876,-15.339699819451692,-2.119429047071012,0.5470797109588641,-17.22526398073683,-5.055116363075567,-3.251368336479321,3.5807486486313533,14.328786055249944,0
-18.82119944505715,-2.96665350823514,-13.786954956915412,-3.2034681551452784,1.4798088237956648,-14.545671832808232,-4.505136986882416,-2.0594133617390407,4.401088681300981,15.534593894484122,0
-16.617243089555405,-0.8135928409740398,-15.059302704274113,-2.9508748012008854,1.9139255350533815,-16.425206651748205,-3.397586169116301,-5.895215845724763,5.975250686858898,15.46411002601659,0
-16.091858512072562,-0.5561686374409947,-15.31541992576172,-3.7305944374718014,0.8639275083499949,-16.93405088495929,-4.2318905647159415,-11.041489821187302,3.4744848683103458,15.921344138468866,0
-13.171277986952575,-2.2034043699665498,-13.267207902577894,-1.0184085490238748,-0.8960610536891209,-15.149875437623479,-4.740909421186734,-11.816555428062362,5.639484088520726,13.261719209918308,0
-14.923323673541208,-0.7582523734864517,-15.099185046238777,-3.109436521649009,-3.154465822899168,-13.235172033457875,-3.168764074431161,-13.335366989039992,3.6304789973806786,2.75022743741094,0
-14.60642524459006,0.03737558229434834,-15.25385029179505,-3.9633291614119504,-4.15298091308692,-17.87469347631486,-5.189694562206133,-17.69895919033504,4.418400429326103,13.700912348207833,0
-16.44729987351734,-1.4170466185362647,-17.370823704998028,-1.5267993750897773,-1.0780779747719882,-15.375170444296682,-6.842271429073709,-13.585237899585437,0.388724766721789,14.481560524266508,0
-17.25318605888423,-1.6030399579239352,-16.187144049158363,-5.178968398900345,-0.8468398618695229,-16.09946674431482,-5.844573489463207,-13.305321835221388,3.596667175866137,14.077424204038417,0
-17.24766997123458,-1.159003790551155,-13.909286395888902,-2.171856159520096,-1.9450214730726647,-18.096072195173534,-5.9270922842885865,-17.30728956831361,3.149165634133137,13.929632608973693,0
-18.696939956556804,-0.573284386486274,-12.452647635767956,-4.549395821392957,-0.9093223354024753,-18.631605812980556,-4.048052583665717,-13.156641968377086,4.99751496315401,12.32106436779301,0
-17.592455794671068,1.5898504374548341,-12.745610770066058,-1.736639869109043,-2.0636669247926696,-19.515918953623693,-4.914833162854319,-14.303615126754107,4.753128869669033,11.082438448148437,0
-17.81084936352849,3.427180268630952,-17.021952617843443,-4.506021899858283,0.2121039665441926,-13.338444198157752,-6.318218284583348,-12.068475085756829,2.118112740281946,11.066321451590834,0
-17.58158300570798,3.126871045069338,-14.530999091489058,-3.6280381378225544,1.0187521305342635,-16.822293026263445,-5.562842004293838,-11.07264127975402,1.095749663120078,12.165180024659612,0
-17.255573386657456,5.60275920767511,-14.389813410816611,-4.37528214504063,-2.0097443190159554,-18.84525937321554,-5.724285739008097,-11.149761299357507,1.9121553729414957,11.320004074115557,0
-15.66941043907354,4.33442079081704,-13.195420412522388,-0.44049288045761514,-3.1314487051928452,-16.922321189726542,-5.9968298840954795,-13.086074313022618,2.0883026788042462,14.080844068463879,0
-15.45291999488151,5.432744561575432,-17.232439379024136,-1.993312047842326,-5.170088316066031,-15.154918356042563,-7.048713978316504,-6.073828084264386,2.8157232219198978,11.860876799060469,0
-13.88259968606112,4.065438250091977,-18.01666147752786,-4.437208023792093,-6.287724334368475,-14.15516177759132,-7.551464965111165,-5.053228792462654,1.5295573896435046,13.42559878074982,0
-13.815608943947243,4.945075282613005,-16.394753569100182,-3.6984855726314776,-3.679740925716177,-15.72902059497225,-7.020650263311458,-4.120424659733961,3.7174257574010814,11.879163221588694,0
-12.315737872069851,3.98467554051145,-17.13939116697839,-4.518634496265483,-2.3510466880367256,-14.256023849150585,-8.961419200343489,-5.1483141778443775,4.86521652114508,13.376049210749466,0
-12.429362715582354,4.26216972842607,-13.977389973039019,-5.271252592278837,-4.334347169251252,-15.716828645249985,-7.491610296969005,-2.729149677673629,4.098293852361953,12.305167404380501,0
-10.68765134444719,1.95320613909699,-16.503774531438548,-2.595774935570943,-2.28034769804147,-18.029080533320144,-7.01919670989302,-2.258476057365813,1.9845739467809884,14.058178829526756,0
-14.832158230605629,3.08047500602214,-18.673096537166018,-4.802862499084948,-6.0114813156664,-13.860502934159848,-9.387193185470174,-2.2175133543838195,1.6213884894663853,14.638447405163024,0
-18.204637155668653,2.0050050857283415,-18.141226808154208,-3.1746335422111875,-3.0837315025369185,-16.642075874034887,-10.038817827202248,-2.2253703672775784,3.870923049148047,13.987790884579884,0
-16.54376832215335,1.6690121020579656,-18.67637301950633,-3.0207249500057936,-4.106487550636035,-17.677500888736276,-10.403114910894748,-1.206048206537662,3.7303910583064157,12.413935198717166,0
-13.892786165220649,0.9204085777185096,-16.926639995401132,-3.9059989865310403,-7.527743890999558,-17.072890286513996,-7.892630803328368,-2.953775782308161,4.240626734912873,5.684373175664893,0
-14.45980005367047,0.17669538127465212,-14.468718597259047,-3.774446324447348,-5.01688821749903,-18.230558309094263,-10.81337660517523,-5.539785249807409,4.424856381310781,16.324412647364696,0
-22.401412126579377,-0.5808860063582355,-13.332015203491395,-3.7074575429223726,-7.677898888528977,-13.236596747241936,-10.653418579137508,-11.509072419838697,4.93237152344601,15.994963328809181,0
-25.23005706597181,0.4546091182691282,-9.25107101268059,-3.576389232622407,-6.113073382248551,-12.323138925424889,-12.6740164759461,-11.191700773566216,4.470746765478511,16.259265843766887,0
-19.530040254669427,0.2789877360081028,-10.647740485486825,-1.8641330922177637,-8.061248049968126,-14.700173179393694,-10.793400268103387,-11.11406774588274,3.6050571648802103,16.97724965597006,0
-18.17535602606427,0.45186165329077155,-13.608112344512765,-3.2595613400593897,-6.046368151386826,-15.012108511328865,-11.191365234310398,-12.298476324043373,3.6927286997874904,17.295541684110518,0
-19.203374138047668,-2.8455800595326606,-7.887372315054734,-3.6023743966551742,-5.140062877226464,-14.773881513934514,-10.121249085066667,-11.717057391244973,2.2124190022204058,18.541223296256973,0
-17.17760101089469,-4.346521266302062,-5.96686265578284,-3.3346733476972643,-7.728485649532539,-15.127613851673704,-12.03904194907463,-16.123246110785093,4.156569855795631,19.95553826034966,0
-14.477584318510825,-3.6489750561640264,-9.21498091016223,-4.2267201156229754,-9.089562252851149,-14.992274103633203,-13.472863031893352,-17.55546174244121,3.6468456750281737,20.24973967416333,0
-12.883839257514687,-4.686950276451759,-9.392386058971834,-4.624269008236958,-9.554683632215514,-13.83548617837448,-14.022157432728152,-19.30685394038669,5.3714731150287705,18.589783389342788,0
-14.393667558958771,-3.2075043762939672,-9.533225374961138,-3.238761902047517,-6.082729056287809,-18.16989021778062,-13.80540366676612,-14.669236878653788,4.143815516031597,20.94304581324095,0
-16.520732159059268,-3.5479246844892978,-9.317045307257732,-4.468218864149666,-7.64641746089058,-16.44088551931341,4.897412345837651,-17.582686702911715,6.909117530835324,19.11320777133088,0
-14.261578970501684,-3.9865360041027227,-7.795567564260641,-5.101525543311123,-11.089920546357819,-17.032530942813864,-13.742500311884614,6.728618867783538,5.502222811522784,21.426331232072073,0
-18.995985627058666,-3.11384027607411,-12.17839195574522,-1.4321892718802043,-9.567480375521798,-16.337335951186176,-11.485846672559902,-9.846380706497598,6.048390771651226,21.494099681544206,0
-19.270028461907525,-2.4182908868904027,-13.140569474155628,-2.3724964750680497,-11.546978081887017,-16.68092242197915,-14.829068390087246,-12.101258363749958,5.649182022419838,20.191821169564125,0
-16.162427693501094,-3.5238938789738476,-9.421229127891209,-2.985375095427125,-11.166513119036328,-16.418657492184135,-15.328444591445168,-8.42681424117642,5.716479911541308,22.978999090675835,0
-16.791931690231838,-2.2017905809744684,-11.532562336994006,-6.039874935812733,-10.470678602062069,-11.863627003874031,-16.38660334735947,-7.236853680844791,4.722607123693822,21.583944830564743,0
-16.42738148928006,-3.960675872315085,-8.636895331227862,-4.797389556134244,-10.305139158205181,-15.213936592544156,-16.8701546172902,-5.283192319889153,3.8320224228376922,23.809800709239507,0
-13.31143545718864,-2.995898835913316,-5.66249935586157,-5.203098786649118,-9.31952296619311,-13.348148400167315,-14.635371424859363,-2.9816482990557702,6.081567779475787,22.845349156972436,0
-17.786768409752476,-2.9494652929420173,-7.770193417329278,-5.27541660877992,-9.400595137405865,-15.677372059270022,-14.209581408797831,-4.615684951796082,6.359387575411098,22.653679653231677,0
-17.418433491627045,-1.435378566668189,-6.304607198538221,-1.684075381243074,-9.940515730128242,-15.013180100740385,-15.521379231861616,-4.958881645649679,5.337489218277513,22.744271803394543,0
