Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,CURRENT_FAILURE
7.71471842849397,0.9071893009791262,-3.9490216999415853,7.126471677053223,-12.355291256523003,-10.234004456711173,0
10.1124580074672,-1.1994873070113687,-0.7208157980014791,7.554983630444409,-9.33171728014719,-10.750664092821905,0
-1.0988384341138744,0.5483598330179191,-2.493303365981115,6.815640671363326,-10.40793558013577,-11.975311032668717,0
5.376937455554568,2.598088488864895,5.696824021508906,7.307173628819399,-10.153168167501645,-11.5727772998875,0
6.402677382291683,1.1185038530856823,-4.373757677615195,5.762155073820275,-9.830561064114681,-8.647131027680652,0
7.100330842417595,-1.1703028887289881,-1.8286869452173846,9.421963513832388,-9.708787441179194,-8.848199635567845,0
8.673722285262489,4.68260632843827,-2.3068432375207393,8.29627481347633,-8.275266985725999,-8.781719224353981,0
3.1977055193076245,-1.8500620631944504,-2.5279291364381473,6.701717782438405,-8.45791968315015,-11.606746713208539,0
7.897224559971705,3.6495194306869543,-4.083850199597505,6.483613040996718,-7.6456889933358925,-14.584336715886197,0
6.942335739230783,-0.08754644053816829,-2.1178151440171713,8.189563070762418,-7.008473466903811,-13.040766482268086,0
7.256579887010014,-1.2014274556802542,-0.7799114468911627,10.050656899505524,-6.187468888050002,-8.15835019328846,0
4.913126805408062,-5.0133383249747885,1.067431802692024,6.814843187383269,-8.102976981281419,-11.644269904157417,0
5.527535072740562,0.46073835647468053,-1.773158819040365,9.37563983353202,-8.084160344254157,-8.090963428076122,0
8.703307787022899,2.3791166587075274,-2.2049792453954353,8.444653611472837,-7.35437723133058,-10.810199274136828,0
7.858979695768775,4.811383914988385,-2.990167382569099,9.132133024586166,-7.325447333630832,-10.527095507357526,0
16.71316353802201,0.10003251808282565,-2.973763167352781,8.974838234352088,-6.0485039726495,-11.76826508861701,0
7.325719991844278,1.7195049825065676,-3.1443517272451977,7.385216898031148,-8.000237573614557,-13.9679052346186,0
7.362826608831484,1.285541851619308,-5.346980545613333,8.792145433982117,-4.811517993855398,-13.629368036417043,0
8.97626195073402,2.125923166789757,-2.3468358452461193,10.373748251765218,-5.604490245760612,-11.591047175232736,0
5.841965363276091,0.7893005099958846,-2.598880766514565,7.842304090458494,-8.245339129159603,-9.212945988096827,0
8.68683146155212,1.4827644981347978,-5.769789988438212,6.997127770384927,-6.84020418178309,-14.764447678030486,0
6.185247420081716,5.320983824878693,-3.1432738064375307,7.085816176836824,-6.4946584233934885,-14.405871411920927,0
7.554000030058737,2.8678848732038333,-5.483166479375023,6.925380368925582,-3.98458880067784,-11.970165795147267,0
9.500633697344437,4.215434973712992,-6.539523989533524,6.7891711866215045,-4.804973231772015,-14.910197070497897,0
-2.9156134301033436,3.123666225903321,-5.689447894431301,7.583463554110655,5.701431723477965,-14.777714248156816,0
6.314378523025599,1.945584002615062,-6.237803241251807,8.723829991624035,-6.855214318997813,-11.105053767882122,0
7.535647819002089,3.0277724314812984,-8.224855797220886,7.95172407689969,-5.898908890979216,-7.12352033585472,0
6.822038341498726,3.3411860676270866,-7.497673917627108,9.538967441953412,-5.911513461655263,-9.152487885162268,0
10.42349804575051,-2.077003910105561,-7.293065982064544,6.8976081600143875,-5.682584475359902,-14.782023303824294,0
5.6469735266914505,-2.980235521008325,-6.41517744921326,7.115268355053234,-4.923916121600474,-12.358170371320107,0
20.796791219858438,-2.196594933313583,-5.000353911113674,5.944878730579278,8.386374186910466,-10.209975268534139,0
10.30714052881194,0.3771006198597966,-9.274627415107384,5.469778179656121,-5.727878770219614,-13.383906257224721,0
7.392013037910369,0.8454755683423917,-8.805023851528361,7.27647938195731,-6.391708813861294,-14.061475385221978,0
7.559990089630883,1.7816503921008886,-6.695503336987306,6.1583799700041535,-6.739267956181612,-11.055442795391665,0
6.202603651367195,3.336274110038418,-6.185987583400536,7.88177663089895,-5.620646581539924,-9.06846779453501,0
9.156281583461162,3.428445271067522,-5.46741283057376,6.876870193751376,-8.403722880635714,-11.800763844485138,0
5.100676822667548,6.427081182479178,-4.462028221120149,5.908250925925952,-4.7695711518908865,-10.963939314524,0
5.656872162421992,2.8833078100265266,-4.941756681617374,8.14568462888562,-3.977685720343932,-10.782195557463007,0
