Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,CURRENT_FAILURE
0.4965795933442707,5.342193281881685,-6.1223244135667745,-8.249798458110046,-3.10601821692965,4.283330749586945,-1.5925353881637303,4.036824505224233,0
-2.001268478258654,4.899222437993499,-4.845927088812231,-9.855831512905525,-5.844477523436586,3.37362931994932,1.0115520012850152,3.5865687038203733,0
-0.2971534510496885,4.941012787988239,-4.761507543198552,-9.240624550411628,-7.327429623445306,3.5037656045353183,1.932044989286915,1.1537188303618269,0
-1.0169405579225836,5.624845236174154,-4.991851229498973,-6.819483846371207,-8.118849901736692,1.9334570996031202,0.7298204204829543,1.7346146737307222,0
-1.4012401532876484,5.835077992873865,-5.63798672885894,-6.135519778386286,-7.139214079567108,4.450471883769888,0.41731694562462907,1.407035738421791,0
-3.0846517949310623,5.989491902867164,-4.9711784325290775,-8.830805632354446,-4.092551842636851,5.042311527466168,0.6345168967668035,0.6547896778645051,0
-1.4007322902464843,5.643949565526842,-5.709199684602239,-5.728279106113742,-4.279077006281277,4.454068982551945,4.474624691641257,-0.8028109219294635,0
1.2511962951674795,5.284935184228377,-8.004357449756103,-5.741386331552562,-3.486139597875877,4.00874753393872,2.7527738144960523,0.10449067767746323,0
-2.82771547163455,8.077356834715658,-7.373268664275388,-6.023921767358464,-4.731571635557953,3.7800738895710007,0.7808748501609586,0.24180133321379849,0
-0.2547940054700559,9.8397978863247,-8.81437467178242,-7.468972379960229,-4.442931519560279,4.080621009785684,0.9163715467463354,1.8322834304761435,0
-0.3755578623312444,10.690732013928656,-6.996311609476821,-5.948477425369736,-4.857973142016191,4.609174994146938,2.736194307809696,1.7869407938114235,0
-2.75338801360128,11.066765218977551,-8.001490340517822,-5.786213904691832,-6.480504358967717,3.8981789478515205,1.9893791948301436,4.149576820410931,0
-1.769100628894441,7.191663049827241,-6.7082029510421695,-6.662224107508809,-5.621487634519502,3.0456711369974823,3.4918566639985356,-0.15576171025925833,0
