Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,CURRENT_FAILURE
-15.636378645620045,-3.7478350510400915,20.479757867034884,15.832251208531483,15.557405696012339,-2.8700764350645254,-2.346088502382674,-17.461673678247188,21.543215598286913,-4.603082025081649,3.742059397385106,17.08221991662859,6.548653496534656,22.05718565675086,9.539914781278469,0
-23.60048112531476,-3.655074641541238,22.013893994968743,21.272974821796772,18.29342567854863,11.986050115578543,0.7271510886758004,-20.750446808473395,23.429604637922417,-5.829091446999618,2.891148626715896,18.173831294418456,8.08510608754451,20.36871040274852,12.057644088692877,0
-19.843974230182177,-3.603321615340563,20.609924908536648,17.123641110338045,18.868636706210857,-1.548074403615321,-2.2610160710936054,-16.98040210211504,25.695934267814,-3.2925343180454316,0.7991654148297206,15.781084784721532,9.88205049469712,20.439990853085863,12.12425683616116,0
-22.98214451079729,-3.633713452744423,22.744908018927863,19.32542218255179,20.810883127827896,-0.11637189999585784,-1.4142752409711004,-15.271119055959534,24.216070423652337,-0.47497471888659104,-0.023157500392890995,19.47140144424079,10.781276480394336,22.974785300527625,11.473136172982926,0
-24.095177610016805,-4.181579573289615,24.433094736206677,22.272223068364454,22.430795267745715,-1.2925216466565281,1.5568023425090758,-15.956309733278776,25.61174843834186,2.0028071237952996,0.2467040383218646,19.935002151155178,8.900235774415895,21.82277648595807,12.153848532264275,0
-22.897347822482796,-2.179719799080174,23.680030667556963,23.413853363257083,23.256011697606382,-3.9097470475535494,-2.613734664210601,-12.119104477663429,24.669402876360696,3.6940840676948787,1.3731376919338811,20.184912236489446,9.553830958147207,19.287521185133293,14.13751475208506,0
-22.787572486373925,-3.7707509202465577,25.24942113037968,17.057735650252166,24.837082913562,-1.269229719972267,-2.7961935348305773,-12.125019095810972,25.003868321544715,2.4915849178334546,1.1478945856519895,18.38580950677749,11.438651451507424,23.961625265251797,13.192472765731617,0
-14.072090201855309,-2.1837489277669193,24.17464932972596,14.937939146203886,23.872203880044463,-0.4594191684434672,2.688685334567161,-14.04390747846295,26.243126753980633,0.46590538037087303,1.431390643928511,10.12984284329461,10.786778090364415,26.116657754440553,11.07975460941355,0
-19.444609329989817,-0.3720377837609199,23.56636343089384,15.498576231614154,23.300381351050095,0.8470103778962768,-0.35635261824234155,-11.40094533881978,26.038060667981387,0.9981318978303,1.1005362573223758,18.623001775908435,11.621370461882833,25.280808705158226,8.786862461401457,0
-19.293347702066956,-1.0430624775072637,24.824238891402874,16.007009866931458,24.72550781500678,0.866919342909628,1.7208487002306203,-12.758099135971168,27.472053859096935,-2.257047595933172,1.2097194305605654,19.85858372212262,10.435175295964218,24.23711888972964,10.927415673309865,0
-18.571091564460282,-2.0183787175279786,26.241339109751003,13.092224422386025,25.226963373926257,-2.0232426411239968,-0.16244601647956403,-10.460457926020819,28.061850111623436,-4.48423192099755,1.7755938937938198,21.10489147597077,9.314644252756242,24.818125252895754,12.091860371398592,0
-17.76905777983445,-1.6404304532193836,26.47933619057792,16.00086055301094,23.170109790058692,-1.3583025623613407,-1.904414273031659,-10.530068486468164,26.522621458618204,-2.973870365006395,3.8045927069361127,20.702776973469234,8.768440071164058,21.344090863339808,9.460511132027555,0
-19.871660003571765,-3.269657825267193,18.29116333870838,18.326782406688075,21.92538284594086,2.93709343632952,-2.460111964853014,-10.397813704757509,27.50898922120093,-3.654331114715675,3.7267587045421915,22.012254550973655,11.42597485979137,25.76215222448788,10.92687073057348,0
-23.484412348153153,-3.4503726220766233,26.735136432263047,18.68455616230296,20.99578838030987,0.6674436471764995,0.011224065258943039,-14.278833999326594,28.04877680142717,-7.412445393482107,5.174853756406409,23.1778628890544,9.082841419826233,25.731020971969365,11.90211840648456,0
-17.8634355563057,-1.8073372019192393,27.157906200568032,18.82608162201125,19.899999143833107,0.3131430700183957,1.3665407056960277,-11.704204280728069,26.571181890344732,-8.840867422305621,2.4938539499808794,16.24998487660138,7.297280312366572,27.098230747116443,12.995874306704076,0
-20.45522059982328,-1.2763061279242294,25.434002169793636,15.750221189480015,22.856561002581017,-2.9430630700391367,-2.877944295731404,-12.897075500142876,26.995687230369484,-11.301949553583983,1.194431430028446,21.018246893563653,8.174740210858495,29.84098195113372,12.561628333071363,0
-19.537097216110773,0.3911729084747646,26.982358924939955,17.689481921322272,20.880502469752486,-2.3183137025815785,-0.46234686697431693,-14.472301918023199,27.948712544121346,-8.05229986087073,6.21001899606982,22.42182111842687,9.475416613479695,29.616987653986243,13.06954032394339,0
-18.760974230727435,1.668724875556868,28.254402500085128,17.40435004764695,19.225843071265295,-0.8813364435677813,-2.916651237093445,-14.638690086744,26.259600913888022,-11.5227286825718,5.918342534745803,23.82280116876504,13.054370040781203,27.754596902882874,13.526945367923387,0
-20.213417660104593,-0.025122421759157465,27.9909669439297,12.690994916294581,19.430878601827995,0.3449957390180236,0.8973870978679874,-16.129339137601463,27.68275730517649,-12.986321592858326,3.828902394057834,22.518856177132903,12.805683037623794,26.460797658445937,12.720448702578622,0
-21.437653498737376,-0.3658162624352159,26.932311812671134,13.34147981853512,17.702559926359584,-1.2455470539650917,-2.0491202634234167,-21.800590446184437,24.124156485658336,-14.046229305266916,0.8474999492414232,22.4698176994746,11.89717068360573,27.86544869348778,14.63868296452004,0
-22.7507697561583,-1.3202715435088324,26.32254697173603,11.656076388710225,16.54340958867901,1.3093358207869783,6.3462369031144075,-17.99645672868936,26.80794215949727,-10.749919027282616,1.7943740667157555,25.038406201740948,11.032922867374625,29.157235111587127,14.855677210543227,0
-21.791045847006153,0.26882642311225236,27.59945610209211,8.556416801087138,15.95980724477309,-0.047072021465575764,0.7313614418962666,-20.51137803747419,25.826592117631,-9.925728923337486,4.667933033827783,24.10064619269988,10.469852117528458,29.06359518344741,12.55258615098948,0
-17.51956520562047,-0.009440611968432489,26.38508186187626,12.874007977926281,14.567717505494194,0.18926140968813793,-0.14673243367248334,-23.25557018016775,25.467997726744976,-7.600724358352517,4.481678353406399,25.439543056416404,8.693106213849452,25.279366787941033,11.777654050008467,0
-19.40689856987495,-3.3679401813151517,28.408776496704647,10.55601746385721,11.387048470877378,-1.6147833705503176,-0.26366051244323985,-23.215482452939526,25.013112129795758,-6.234262100690459,5.966522490057241,23.215571962047594,8.09142235485717,26.0731189973167,13.30434550192821,0
-19.763356764392245,-3.236249494154683,25.92669744964166,11.674421544153596,11.1477159163781,0.8638218014737258,-3.074295024941567,-24.525214267878205,23.732282287470163,-6.5036451777803705,3.6285012440994833,25.234126536247445,7.424088004480877,23.632510540165676,16.994582004905723,0
-21.032654913247292,-3.5136674681707207,27.244218554253244,14.77525892025257,8.613783884008736,-3.168421424224578,-0.9912154930697135,-26.876615685875297,24.92729067373694,-1.4177407530241908,7.44426725550047,22.788896973424727,9.361258244723407,29.197731638035805,11.484754201135495,0
-16.54802911353035,-3.3598851659636604,27.498277955030012,15.065990583413459,5.717561571266419,-3.4170276631244536,-2.8068334412670337,-28.43111345134831,24.544287447167342,-3.7564719544961305,3.6665249004868903,22.367988020976,8.79031221730753,28.14923950097721,12.26083363876539,0
-21.781150565218788,-2.231471130359403,25.692761056715895,14.589542396871968,9.403742699155112,-4.486608355288089,-3.9560788006716816,-27.745388654557285,25.43511509328426,-0.07937598639557485,2.390970792137264,20.722300890066535,6.608481959934602,25.019170533103168,12.3725938908073,0
-18.56571159398294,-5.439923248868258,26.991293593173566,13.62783790484064,10.260989622774371,-1.683450168610809,-2.4204327400741112,-27.18955387537585,15.450674142581697,0.11418520698586543,0.5014835890446667,19.699660204579462,8.195105214643794,23.744096309296456,11.399649547519253,0
-15.716183688845238,-4.591988613705486,25.734854495575444,11.762679119618726,7.591258691198768,-3.7973772480308283,-4.166277348340433,-28.191178324365616,23.239633220942537,-0.8571392505496944,2.0127808371362326,22.0339507059724,8.805866886248227,25.601389955939123,14.652613440664709,0
-20.53284607464364,-4.959634290344585,25.657772085085888,13.544695992535884,6.736515252542788,-3.615168811402743,-2.185651786303333,-29.066006923554543,21.654037883690705,1.698945396086318,5.112075696385931,19.543589872245196,13.508507788221925,23.30643336881303,13.124167597308052,0
-18.597684728436654,-4.532892491580199,25.755339918653952,16.665468157468723,7.929790384400565,-4.5947321759053095,-4.050973901668403,-30.007383377840437,21.590861805150606,3.245909320121685,4.044568212347672,21.435783990458372,8.969204738060638,21.950581702027012,12.65266581065982,0
-25.472717731278358,-5.359545763100933,24.02291654982382,16.27738391747838,17.501411229788612,-5.375169598523598,-2.2836908821360273,-25.884127249646294,21.878683110914157,-1.607434553326474,4.207478324187974,20.13371557588039,9.070394675922957,23.2166513461924,13.268708090110724,0
-21.83395093019484,-7.41387347614328,24.512406965658265,20.218938672883304,6.319138079186683,-6.2325694763918005,-4.316340987506848,-26.86545041515695,21.016098179682295,2.1298842176112105,2.2070271535169215,18.55844204618803,13.575458259557674,23.071603096086868,14.054226303767543,0
-20.2314867821275,-5.483317404394548,25.839969565464507,15.366299192013914,7.994064638508158,-5.483810954193002,-2.4074501002111166,-27.1794310695442,21.00195587939104,-1.8928887087382975,2.0130911628853925,19.473316291488512,10.677238458936232,26.32556539880399,15.031955772883594,0
-18.23227937263465,-6.873454664420652,26.035850588617222,15.333114178184326,9.202814249488974,-9.18075462376797,-2.026982461188483,-24.251676342890054,19.22735911358856,-1.6254112269821457,6.239725899782148,19.81394836872413,7.293455545665166,25.83523596198971,11.975577088371791,0
-23.0246052074008,-7.145089135747047,23.632871477863787,14.531577570162225,10.365668012842836,-7.185882866603501,0.20514098428369154,-26.577872421085715,16.729490473914527,-4.120628219684899,5.036395721237473,18.318959393964434,11.832808434704948,24.770337139901663,10.450886020079562,0
-20.90782241771308,-7.652983897959318,21.54219984916097,12.727236019933112,14.541849091091088,-5.437021591932658,-2.128511011942858,-25.085633371253927,17.693060156348615,-7.120152300957592,2.4202945004221954,18.024406018386454,8.720209410320582,25.511606896259465,14.194200274305562,0
-21.218587417490237,-8.865080820978338,22.502380955901742,13.26485920694039,14.647972151741527,-11.771907474925012,0.5847543422200518,-21.22794563176571,18.574191631608418,-7.357476610982962,3.576740112054325,18.148298611171953,9.262219089284207,18.91295984684123,13.991199320731175,0
-17.189063417398057,-7.911982851457789,20.60053140678394,14.513766751124404,14.74541524237486,-10.60446715240244,3.217136893885945,-19.496245212153937,15.476936931721054,-9.760501810425744,2.708078569543475,17.313271484352622,7.329347598947539,21.496551857201244,10.047640745965774,0
-19.90490470604362,-8.812263979495143,22.276902309477528,13.581578757471497,18.5279055398942,-9.360320606896883,-7.031516121588812,-18.23087762557894,17.096534287861015,-11.176269004056577,2.583725398084484,17.209333702876997,7.474805152026272,20.111804842910818,9.930312277162063,0
-16.43820503006879,-10.788280372819116,20.999628791015645,9.409752479335367,16.75003177865431,-12.498677602356368,1.6294734888130304,-18.563137688368478,15.032821207933686,-8.832356823544252,5.07841749497817,17.281905437734302,9.097667658448515,20.613331066953126,9.22928758806378,0
-18.342054266958115,-10.27703016859856,21.35647238907763,13.922134276018921,19.399974803119854,-15.83202937217658,-1.1278990504119553,-16.6880620278067,16.08781102361665,-10.210807421834986,5.465859339958985,17.222896037266167,11.637594938997148,19.240686520789037,5.657161067333494,0
-17.39032589418523,-10.050365913979917,18.578193712996406,13.12432099029239,20.30461839528975,-15.905184532593466,-3.991251295897521,-15.784236346676353,14.038536557749476,-8.107845997213122,6.042668233776732,17.885149111729977,7.841721358865196,16.02196698502733,10.353237524068785,0
-18.63034537312077,-9.408274433049526,19.612761444908532,17.561434550314214,24.183997509771846,-14.985121348699021,-1.4091463871571122,-14.040948495226417,17.290616650910405,-10.623167128832106,4.664131945097149,15.084697972067454,8.107848480863305,16.005336711093765,13.247583699801266,0
-21.95198074026886,-10.361283746734896,16.80871673723963,16.10715527535134,26.282958889877452,-15.89716885745098,0.19967066679067447,-13.203144293875637,14.201131720206382,-10.083280733659944,2.7356152818213033,14.466370806426129,8.952133168260087,17.445546666196314,13.520244797876265,0
-16.669045263565987,-9.581090255340518,16.407165508745134,18.420500296139508,24.74320243340622,-14.383539506269846,3.7991697352847256,-13.297707350735504,16.008566858468708,-9.778061461390273,5.179514019734153,12.911357437520559,8.328484830004369,10.5943942814521,15.631887061206303,0
-17.580339280434345,-10.522099860455864,19.14323176323118,15.684756265283436,26.735016655163186,-14.00962971120091,2.5626018083238487,-10.961155147891834,15.023234357348114,-6.284554482952745,4.047648629063373,10.859351319467722,10.518115348320261,15.41144423027064,15.95965379235205,0
-20.52019330152673,-8.391054008669686,10.288960812975045,19.418465155436305,26.418641718175856,-11.003606875747447,-4.6248648653962885,-9.89403197842457,15.626132868822548,-5.946286375926947,-9.044517032568665,10.37953008421296,8.842299179595846,18.87460762512261,12.706193873892175,0
-23.07525799108947,-3.4462890653662734,18.257161302252012,19.582658734316894,24.689874609210065,-11.369725202579993,-0.850795411176202,-11.57358251473788,13.789926712736875,-3.107650275635531,0.46269638970869886,11.202900527236718,11.050538584284427,20.46258174923799,9.995909324147604,0
-17.99079328039135,-8.243084065789178,17.56024712193427,18.525388160168085,26.65843982594056,-9.584942739896972,-1.3820100769878956,-9.839857968882615,14.736011425738267,-1.0501638992429967,2.6758888242634504,13.75965292773588,11.408806404601123,21.28353509785869,10.221080520069114,0
-20.212492813526495,-7.293586120335642,22.403709101359688,17.801903796608663,23.46664025442613,-11.234234687745678,-6.257705133635227,-12.348945012188725,16.066973539708915,-1.1305252190421469,1.0053895950775584,11.383677001705715,8.249505214632705,18.76434683094319,11.714137940433524,0
-16.772617430624233,-7.476003582322738,17.8234006920144,18.306889860934426,25.4736653111153,-12.209201431167731,-0.511504764267196,-10.623336649811886,18.096571356132337,-1.8429518082464256,3.7010884909870008,10.395908956945728,10.48592022469389,19.27748934050127,11.75421398593829,0
-19.075981952109807,-8.606773230486276,15.33218521007157,18.440392322916576,24.31065504504852,-9.782316291224975,1.8945567665144263,-11.95579513749967,17.93189836604941,1.7716025087587135,3.7770128150502877,10.62892858522801,10.132513348911896,18.311141422113135,15.906556231995303,0
-22.064366875155926,-8.131764810954488,13.642856708950777,17.780971021883406,21.825931476268916,-11.014256061187023,-1.3873343077076765,-13.592348681083436,19.243956968800084,1.6254449329213243,3.5072789620075504,11.103638817867697,10.56750281767777,20.991648917973478,6.752230280509032,0
-21.571679454360062,-7.106378880758477,16.545719195354852,18.13564126655601,22.52709706721273,-8.12509010538625,2.8456000979790774,-10.092886490507304,20.554444548154844,3.0979368220566044,3.2591476486852433,11.403820056391856,6.9928756332576185,19.58293854030869,10.58897524507192,0
-19.822840043143643,-6.594405657199658,16.367318619325026,19.76277010619743,19.598474018850304,-8.067618809226204,5.248625239810066,-15.356938773121398,18.702927930383602,0.7083473537425307,2.280349325809779,9.91787815088786,9.242920694860922,19.25211229799107,10.851466387972238,0
-24.030299444168268,-6.360547869524265,15.221454484986586,19.305543136591446,17.897815967360607,-9.336923213092296,-0.3691887843577294,-16.931355513853145,19.400149939405257,2.8848652833221435,4.736624303352215,9.221103947091283,8.278053849487211,23.27961558391763,9.638687136355383,0
-19.697282179589262,-6.780578994859566,14.029567871401197,21.004955217610092,18.515420554543496,-7.398504245997233,-7.098434967282662,-16.34673661710141,18.74767903952952,-1.7260632824759528,3.4191808380792077,11.056465933195751,9.21478771700762,17.498800071279618,10.800092409541161,0
-22.0795761067737,-6.006108721257458,14.514333479941525,20.518834417948824,20.40913131818021,9.775161969662765,-1.7822745223609044,-17.36108757563632,19.26165839431797,-2.9609556465759077,3.732186249198211,12.482488072425303,4.176044856645428,20.216925201213584,11.508615781923213,0
