Sensor1,Sensor2,Sensor3,Sensor4,CURRENT_FAILURE
-0.7087393304700491,1.2480265363758503,-0.43383664098933206,3.1641995406747068,0
-3.3708371024315804,0.995514286140326,0.177290214358526,2.8384461457828603,0
-1.0738014858819662,0.6989234356546977,-0.19007682074245702,2.468007019679346,0
-2.1694701278643045,0.5803254887639335,-0.9006190034760904,3.020148113904621,0
-0.8078420407127951,1.837796438945911,-1.1219739888430675,3.4032713230255274,0
-2.8604984224927708,2.2095777452562997,-0.017660158408687537,2.734341237837743,0
-2.36079306823401,2.0608643225216086,-0.9426801370589694,1.852209349578425,0
-1.88709445275695,1.8466452109624867,0.4684334693249655,2.755164909524763,0
-1.8963586817929579,1.8332394642917271,-0.6886823314780391,2.0528947644070765,0
-1.7801927135602411,1.869717250671234,0.9554538579376375,3.581469503691624,0
-2.265248014788433,1.636822019770973,-0.9540665961305514,0.971844848898372,0
-1.4428405807425864,1.2945542167152386,0.1500685358642334,2.630124857708722,0
-1.9978231400773663,1.1716321091952293,-2.7185159913274157,1.3277454052248703,0
-1.968554977481969,0.709136093136729,0.3951115982275077,1.4207933823772902,0
-1.7259107712151995,1.1398908629156972,1.1042245222603662,2.3146407481490234,0
-2.8109703617507096,0.797658290426544,-1.8327409506191636,0.8833448098899197,0
-2.5143333640130523,0.046591310313578216,-1.4667137792212206,1.1124780266493528,0
-1.4915540650356482,2.2629089688304767,-1.0072878947442534,1.6856485208101768,0
-1.548653430207677,1.5452245051318012,0.5140989190710479,1.5118860725364218,0
-1.738852097002216,1.3352346309385048,1.2096642073256771,1.235971943733968,0
1.0576700548321958,0.917058384586741,-3.1163339736215434,3.4878479535412525,0
-2.607755388156632,2.452136873902539,-2.1831790572392507,0.2679288818867125,0
-3.300016730510653,1.9291870420564472,-2.845748637896465,3.10722039608493,0
-1.7165241198497514,2.8435732266224645,-2.7480274114235277,2.8216537387569396,0
-1.67559615087136,2.270545187012992,-2.5732428442993363,3.080279899061039,0
-3.4226475384080333,3.0282975907915417,-1.202063494540339,2.043316605057917,0
-3.4623913414377925,1.294736594584847,-2.263505547377421,0.6949725187525271,0
