Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,CURRENT_FAILURE
-6.312817626879695,0.631139427059634,-19.783947400105404,4.027900685889779,-6.088395996611358,-1.6570952205060743,15.708664632289144,-9.930178481686262,3.315774061831289,20.685194913118426,-7.387273873153606,-3.406499938588149,14.789336632371477,0
-5.991407862360999,4.066112345698037,-17.484792227867,6.428549292672132,-4.499611415810885,-0.8609607647420758,18.290463798395873,-8.9596952548136,3.039045836735138,21.482899186388476,-10.908138104151458,-5.971005388832447,19.665865884056192,0
-5.947086808182681,2.740534784173642,-6.335466015874143,7.8321490800946805,-3.4686636455426423,0.2540081354124264,16.041881765369073,-7.565845227640544,2.803351609282895,22.048058866469106,-10.016280500726046,-4.80702158591669,20.280585476670023,0
-5.4114230528437455,-0.43457141615987993,-9.737705199962566,7.960798097236145,-1.5327849245248872,0.9771566299276669,19.615021573662528,-6.6679665018303025,2.511410746196538,21.663811571609482,-4.240743881682173,-4.560435905330062,16.945823541209897,0
-4.401064937818918,-2.0996088226177108,-11.927634063221806,5.461376135657511,-0.5941000047974474,-2.3665550732618303,19.7748909711695,-5.127514331005633,6.304571287085399,20.634846705876353,-2.3352340735434995,-1.3589403642988678,17.662373187440135,0
-4.038499936277592,0.03753327017592456,-15.358930596733275,5.598776756559809,-0.1841270843234306,-0.29950735812421314,18.299030188368913,-6.80304666850171,5.749629146580896,20.24661076602412,-4.6191319741527925,-3.5089402815617308,18.810649400922095,0
-3.2163496879370417,-0.06712856905371734,-11.423404071716051,1.8776797325361079,1.486699287936724,2.8073036869865087,19.170453766883877,-4.6876846319516225,2.8971033797274126,21.0307928778114,-7.421578874119543,-5.4175631137765565,17.93972098142728,0
-4.133716777795996,2.798684720657156,-10.852916703985704,2.23759644497226,3.7734032790625456,1.6189989483193188,18.735166653262088,-5.120957850971422,6.7166085673317015,24.178463506331223,-7.266666156075157,-2.7262310078343663,13.319190665434181,0
-3.8718206382178066,2.8712453799752256,-8.325633762445255,2.875500176494027,10.008073242263844,2.8354628235148294,18.810813071023553,-4.665010534185283,4.9139870644074914,23.547833270011765,-3.6449795111072163,0.24538586456143863,17.562763803339024,0
-2.0819358294316928,0.565483386058121,-10.480344456382634,6.170894321490047,-0.2613579423120122,5.898520270531032,18.241413775685277,-5.41117358956299,5.201615631436085,24.538977431546297,-4.529390473002475,2.6848405257965813,18.07054122087041,0
-1.7211909639571565,2.0415574513840227,-9.889283431819917,4.516891142952009,-3.5580927059112204,2.68136595258537,18.803275303702907,-3.3703253397294883,5.348305177547484,21.853731906690022,-7.608889031294883,0.18061513605632962,22.01197120987091,0
-1.3574038998894418,2.844964113627502,-9.726740334476117,5.157244864514548,-2.613028444013629,0.4492119175937237,19.75519433772512,-2.3166903326814925,3.6144356465247007,22.67715477438765,-4.970235549235442,2.9027587184578953,19.39479564268243,0
-1.4621559451407775,4.122001032495065,-9.928260329614636,4.096483762521904,-4.724051960377553,0.11810241388199705,20.162076875456698,-1.0037498519535495,4.14253816063883,23.136285425020446,-7.038808487501123,4.5936598836238725,18.438237410586225,0
-3.4663781035131467,5.995537736249846,-11.4034635112905,3.862959305981758,-7.046443525245407,-0.8584617643662567,20.19482725399218,0.4993808852414605,0.7170974473564462,23.648077753696356,-5.477795946254584,1.7098523499011269,19.768101714814616,0
-3.2123015599090543,5.743104656116441,-9.915285194277573,3.314280801669934,-7.752761604383608,4.452762306401267,25.494671482532723,-0.3111376634558076,-0.11978521341643922,21.027212325120164,-7.6511660234733725,-1.0843909460208883,23.883206514990103,0
-1.9296720348643661,7.166601874863964,-14.714610851297747,2.9958336999782325,-8.374155028471815,2.160930358203227,20.992756900220126,-0.10488590236829154,1.2850394645351806,24.33984178863533,-4.426878090677391,3.8900094366360998,22.256967264123457,0
-1.433141144968364,7.0701274397794265,-15.716046702042206,7.587339842917244,-12.67262746027066,1.482641168993228,19.767623286372697,-0.5221104553787161,-0.67564367294515,21.819237097894263,-4.531491963663831,3.727676747725901,18.729109003924883,0
-2.6589265817360976,2.9587690994782405,-13.88703696015519,5.3498655218182165,-11.724950257411557,0.5688157211358527,19.587835812761252,-2.7961808906896364,-1.1879129365803,24.375514800662508,-1.3452864183949051,3.802452814931506,16.368784523684102,0
-3.31884031181934,8.379681331405607,-14.223892968759314,4.097224614859841,-10.665040330780526,1.3300581855741689,19.53139949907844,-3.840960748983359,-0.5102492045716164,21.20076788058862,-3.792159877493668,1.3672815657304997,18.75004253888883,0
-2.421763355969143,7.876462246313087,-15.059248777338198,6.554748597670114,-11.834081260345602,1.2674049204898312,20.548007513387386,-3.049595179932026,-0.5559645114681357,24.402924720045917,-4.426584273924901,2.722767655867764,8.826215999850255,0
-2.303085384991914,7.682996961120568,-19.085399462583315,5.405195745080538,-9.766814821956771,2.1311052019591186,20.28874470624748,-3.385371527878842,-0.501931825843764,17.99571343991357,-0.6683273049623777,-10.726917656743613,18.100244984774957,0
-1.7152914805635662,7.371841509767949,-18.595564469162092,3.5646354885041402,-9.466184988163734,5.090613187749568,20.019528184725793,-13.437299103307293,-0.5739216457412308,15.527850344531531,-1.1992855489983167,17.73835113621483,11.52375086538896,0
-2.6777534954622624,5.91621286817952,-17.694580697708588,3.0910720315650173,-6.000686365429383,4.091655769457763,20.69550259685077,-1.1220332008801586,0.6787412864608284,15.765731275205958,-3.8990285022642035,0.7797064871427306,12.982159394277316,0
-3.444379168661923,3.4239919680249256,-21.86967166673789,6.13094984302817,-6.573749760956601,7.760471744653564,20.141069562464843,-2.930352822021902,2.207368071417338,16.539231334289333,-1.963771896943936,-0.2497752373749551,14.616054077913851,0
-3.667637279250115,2.9800766535695558,-20.367153765054198,5.610000084069959,-3.194730146208908,3.624308220830226,21.7264223658577,-4.599727690322965,2.278374694076144,3.8510610183746294,-4.647008045800199,3.6714116456817116,13.416879108047231,0
-5.1648860375431855,-0.7577506113689365,-23.274524128549107,7.380809193475943,-3.375138819306099,7.365851549592116,21.159197438142552,-2.8096781432599993,3.7218579742115008,14.643892058785289,-6.7737306741630565,0.8743942952440938,9.458312822416207,0
-5.11987116960623,2.607720972649772,-23.180800434941432,7.32841333586647,-2.239603170861528,0.6072540612439818,20.421947433695312,-4.757598354936701,5.164843190985125,16.047914000652938,-9.513778516847003,2.9057600168566315,10.44861258703345,0
