Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,CURRENT_FAILURE
-2.751533356602306,4.961070139924255,-7.495947963148073,-5.684235574435406,-6.4582720597316845,3.3988357061755905,-0.2507627200575843,0.9181897725390624,0
-2.619176854943225,7.139921187733621,-8.732724161418433,-6.880336476459705,-5.528065557335393,3.453031910190113,-0.9379704061970104,-1.9593610267484745,0
-0.46068220483086664,6.3796937373210865,-6.561368859026908,-6.2552545597727605,-5.618736563411066,2.2982423641283454,4.023358432192162,-1.4834919194959673,0
-2.0643230797981516,5.978508062695331,-4.451502874878745,-3.8853677917391,-7.031953012300165,5.742979955187938,1.1910311895178451,-1.2220333957890457,0
-1.739850729705599,5.85392704828666,-4.809896068859458,-5.723289058747009,-4.477261188234487,3.9888202429935036,0.9324156039816371,-1.0145825355495175,0
2.7604079842224967,6.764727872927995,-5.7549530797933475,-7.136929073283551,-4.24382294856107,6.027288998903648,3.142237293663974,0.007652576393522015,0
-0.9353947946740446,7.503419962123771,-6.923720875497175,-9.164761895986503,-3.5123574237859776,5.586736636580795,2.7660290321376433,0.8852803532312589,0
-1.0755919041702067,7.823686908328664,-5.457045098141604,-8.205607680178721,-4.4524501897773385,4.279380309325361,2.7823305019394784,1.342039686585407,0
-0.07351091778509988,7.203024168581174,-4.955207620116575,-5.714916015555762,-4.460181998698137,3.440491617336826,0.20544329366771352,0.6173578067789272,0
-1.3633714205295857,7.8054096389522805,-5.638103292209858,-5.8687962118978465,-5.113436867899108,3.782549348463568,3.236696982945219,1.7873356235540787,0
1.146963215217819,8.641368659217386,-7.115561323372583,-7.502166553011248,-5.676789819339218,4.636491412272491,3.0379028432861763,0.9832521943499365,0
-0.15125096981513525,8.419868646222469,-6.386519265940274,-7.654446516836967,-6.7052354083929995,3.6553156342375384,4.173275373717137,1.2793765556996772,0
2.678111483383667,7.7518720422741865,-4.9859396148674255,-10.527933266809283,-3.524357255661395,1.9126072830075884,4.855600290874058,2.5624202576635073,0
-2.919706153638461,7.496955979162843,-4.6322213535992365,-9.93730209892532,-4.166775787297968,-0.3818144412148956,4.164091322387028,1.0591428696366882,0
0.3237512572828608,7.2186651025290285,-4.145364232292486,-6.940872788023501,-8.178316749721589,3.705224528270849,3.8954962366050427,1.2729652898830266,0
-0.695107971703077,7.498022365263946,-3.9472597532768443,-4.342887215156668,-5.554436847329608,2.6547423327383353,4.799518790130383,0.19805124411838326,0
0.05011688895990074,7.240275290610994,-4.60993875793578,-8.161018864991957,-5.00116157357019,4.183262529293818,3.3610691137832918,-0.776262504453912,0
-1.0902861388702698,6.824132844405567,-4.168838164592031,-5.191909841529215,-1.282659465672745,4.586825636977362,4.054735648291476,2.876883959659737,0
0.3609493962862659,6.890880831964308,-3.6571882153326425,-10.404911615710155,-3.8089581166688022,3.750690104128579,5.081012429929599,0.27136482646365634,0
-0.549251180507911,5.008530259762719,-2.3838314248009618,-9.00211340027911,-6.337846117481145,2.764894432361343,2.304289517231041,2.7155584533045034,0
0.9079715340482977,5.059328526080715,-4.229645351714771,-7.421441329863372,-3.4026264464570417,4.53663169534783,2.7393104421010275,2.7686032546738972,0
