Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,CURRENT_FAILURE
-15.815205267437008,-3.33092899218758,21.56650132012876,17.938549755259327,21.14728972226768,-5.01342427502056,-1.225908777552848,-20.674988373673596,21.100011498225484,-3.421017549701398,-0.8605997828074641,16.272296172337693,10.785881111857325,20.753573895623557,10.281909510247653,0
-20.029811564750727,-4.798598942703321,22.54951134116267,14.61234234850517,18.660920115713786,-4.295853739012798,-1.1468852144115702,-17.16454859879084,23.742119891319625,-3.356330582713415,-1.998737284363778,16.389825352005747,9.514506293305585,22.13259263960383,10.529845649105859,0
-19.99690574134795,-4.801691002616669,20.616135103367007,13.642925500832762,21.707027234102117,-3.611787253242158,-4.423716204184525,-16.604859782721814,22.413105532613297,-2.083957875095328,-3.357633829745081,16.232066104365114,8.333907272992057,21.659501978314655,11.686144760594717,0
-17.967277435089965,-3.786693833247431,23.362616777503348,14.86129191648849,22.29115548778463,-2.844396957277905,1.9257232711809147,-16.89108177585077,21.23516465596775,1.85210725464683,-0.21029922835654702,19.082206176197044,11.624853415112467,22.8993653431854,13.25712122458496,0
-21.561083080264055,-2.7895905187038874,24.077156828795566,13.906448485663226,22.82267322552147,-0.6898469457806162,-0.7202500044034135,-14.291035606789587,22.701851212745908,1.563468070275785,-0.15136084912177017,18.817397784840402,9.608404984210818,17.760783705587095,13.619554158071608,0
-20.83813178999175,-3.5235534650342046,22.743195975270172,6.086727380378536,22.487628072333752,-0.20809299386664692,-1.0670110110549853,-12.84166297049871,25.270745555130876,0.6965149177650031,0.08383269169082186,18.993280803544593,10.491710131964338,21.917910012942553,9.714355672480236,0
-20.03271930269652,-2.2890923994454058,24.45814421514394,10.580599991930294,21.29702803283796,0.5253101024041209,-2.1138085248535985,-12.730425893426982,26.156851103620674,2.9998366573422266,5.318658355716132,20.302206879016868,7.747301657626987,10.968671795892584,12.811564070031501,0
-19.61712283719117,-0.5165483635515442,24.215124427725282,14.489725338063055,22.120972003104924,2.4779100963472898,1.4988812716537416,-12.442728003004191,24.73091510633828,3.435867126515725,3.753897317739982,20.750227909002746,6.9932611860820995,27.47758741749612,12.96030970806908,0
-17.99860513804547,-2.7487968035962784,23.88020381198887,15.544775833332993,22.693282577432658,4.31672371931693,-2.158518192120111,-11.123967832351997,25.063371291566234,0.06928329240975206,2.714935409219141,19.526667638889467,9.544666469317589,24.97532602209108,14.682632532502508,0
-17.81059923604436,-2.223135365923753,26.54171740306333,14.921120587113819,23.510630232277595,5.372435245983044,-3.084214605792613,-10.115202023560332,25.645706396554168,-0.6288060743545014,3.1053836494554146,20.254667613985657,8.035598440205632,25.49210542045568,10.65642241085386,0
-22.460640733108804,-3.937414999506361,26.17986155349236,11.544234354890989,24.75708621293683,2.4338990806099634,1.2234732104069295,-10.669078814309826,27.414341185122954,-1.5643599412505722,2.682294343751464,21.030732762595363,12.364552130406341,25.897593933404423,15.263511046233553,0
-21.7495643641659,-3.256816476115512,24.515634739134065,11.494161345573534,23.485557721009894,2.370103666075867,1.5102300793975278,-10.856404303532582,26.31415901625558,-0.6441019095718827,3.60691545422849,21.66422283053163,10.739172619690944,29.83960224139274,6.8840362267935555,0
-22.7230095942737,-1.4772306959466233,27.00346501541991,12.033686782356526,24.96223931036993,0.9043181737213042,-0.09833592739756813,-10.758888873212541,28.134720064766736,10.070283720484223,6.966302978745931,23.064845371571813,10.912229841043455,25.747743476233104,7.855956310174829,0
-22.664485854766802,-0.4265261257432096,26.94272773192541,15.104635621341345,23.741536630508868,-0.09468477203901582,-4.770637330982943,-12.290206134769715,26.278215703686744,-5.300162806861536,4.420689086689982,22.738475500522192,8.387916448864873,23.078954775004977,10.50102982428069,0
-17.390042207721528,-5.845141247870914,27.01418845066687,11.587678613204412,22.01442811419464,4.645521021527413,-2.052977173182345,-13.459494072051548,27.187817493386348,-7.771264674498482,5.384835412536978,19.88956810440186,8.708564063035164,24.105536528051495,9.313542942134356,0
-15.459212758541517,-1.8907595324567041,29.059343451982727,13.521223004807096,23.922794264004516,2.3150874127943246,1.0936224674401096,-12.794054144699137,28.03720230428208,-10.152947020689172,5.457955844748234,19.837545987031074,7.478446406163853,25.68923513999932,13.24967589120465,0
-15.4992507601279,-3.2960705909455186,27.5868887666078,15.039849792471399,17.821572107979122,-11.515030709781382,-2.0873975672018217,-14.887360085364511,27.766188762893847,-9.344376671806717,2.2481678938769507,19.807520665577314,12.555507877650237,26.155901692437197,14.276210606924408,0
-21.75247088305996,-1.9192864455633782,28.708304808562943,15.327261528736601,18.157449381306513,4.42599194317998,2.845108359918627,-14.875590303296441,27.032161533043297,-11.700660661327465,3.6240915305050865,23.93411404373663,8.2906703439266,27.641495440312443,16.00353414109729,0
-19.88078109269273,-1.9943683321377086,27.29843660988397,14.51039172866506,16.780292259451404,1.6917802343179682,-1.8150055353694872,-15.465334268941373,28.94940559934608,-11.433243806769276,2.111025695663622,22.48634305148114,6.703263330760757,26.779401742850446,15.191322384465511,0
-20.75748793582521,-1.7347206783071258,28.05553995780709,17.867486031082056,14.820998885777747,1.2210041960994933,-1.3882205599616382,-15.880354644758164,29.216182550263646,-11.106664159548316,3.118271908506563,23.19223053053379,9.468857300297188,28.03336563461396,14.000251576706692,0
-17.652450117261985,-1.9178015870335643,29.176606611094652,17.987377838363074,13.01999032232812,1.7203308920668243,-0.8986974337293225,-18.765216914984677,25.918717705146488,-10.90859745122855,1.4863860537929354,21.455313735898574,14.040551587394994,13.650488592630028,13.903550808899197,0
-22.924843066562193,-1.074171357931327,28.19216140269225,14.371560164734328,12.249412707961897,-0.557121797663569,-4.372081388023814,-21.180448191478526,26.752816740294584,-11.085213035513547,5.303018023623131,20.64712606412747,6.568586966457341,31.85393409798609,10.090763577956434,0
-24.599493390379884,-2.8903726526558517,27.48071278680741,14.693991349442031,13.73967126372979,-1.3483660005904974,-1.3349329528797278,-20.715574997378745,26.52383338926999,-7.3722654715661,19.222715553073893,21.05896440444026,10.488672333905583,31.457765314286142,13.328667272785504,0
-18.447746215041718,-2.8764618818692647,26.540207976987073,15.139216907798605,13.014712244798496,-1.3142970042125364,1.4886269706882078,-25.408850422456528,25.254530839956274,-4.181640088192492,2.6784709205580124,20.9788580504746,8.748235965548618,26.033895209306003,18.215053487482756,0
