Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,CURRENT_FAILURE
-4.561560196094192,19.2661547286622,15.081846490382755,-0.6578848566216888,2.2035949495558205,14.766038562931499,5.284036385362862,6.903251457147926,-6.926308650948474,-2.393999803311429,12.03684577485637,-11.37980468783465,0
-6.172378621479908,15.792530395434317,15.320246977470056,-3.7631618975560013,0.76737586437023,13.379550197151925,5.71831286918873,9.24343403332332,-5.150439113075248,-2.8140803575944964,11.55163007182339,-12.77941485931322,0
-6.778075807844809,17.140382067805024,16.149527978410685,-4.252483556902606,0.8791395793448413,12.706785646563542,6.0656940355535465,7.367884481674943,-1.6803104958174773,-1.9358911637857215,9.593816855365539,-11.566023135720549,0
-6.121305307304675,19.653033307691285,15.419705549969489,-4.3351971552629225,1.6602470433990089,11.766223272482243,8.600821873214814,11.302118820276778,-1.8721058365023893,-4.530498079379207,9.855235728627001,-1.6726174748624398,0
-4.063843168883897,20.327796404426376,16.32873227915514,-6.340536887294352,3.7154141678926975,10.47183713888985,6.471398069814201,10.342944365256841,-2.672402265465611,-4.980953432116224,10.670469012272378,-12.743617133364536,0
-7.720616720457704,27.64978812958564,17.642517724327504,-2.342805840400616,3.138429704182925,11.222195226391838,7.4680072867339655,10.079143383396445,-1.8959855992544088,-3.4158595684138033,12.875126446275848,-12.686454864469468,0
-7.308245420292512,25.72954554415743,20.76856450417225,-5.1280665513969295,1.9766404828781503,13.082552803854828,4.535861775908837,11.96994789985389,-4.622691685478852,-3.5518607432804594,11.252677314990478,-11.138019361771482,0
-5.476705100297639,25.64556100352071,17.382696102977167,-5.6360642825678475,3.0059706109090585,13.594431764948876,6.631565435897426,10.109344299109333,-4.781948542962263,-1.10291295419463,8.798625862376895,-10.821076486259301,0
-6.703893360227214,23.745753993998537,20.555400358006914,-4.44283321603706,4.775721243808434,16.86541510251977,10.080584590380546,11.802658010929184,-3.5931908922495768,-2.8508477106038668,12.012672270139,-7.393122986831997,0
-4.48633317741435,25.047174134832332,22.79166128025413,-0.6182629266152624,5.02550644768052,19.639450399966044,4.491358578466796,10.957113624367155,-3.4951261308210153,-1.877890487531836,13.082532330701326,-6.307716976123519,0
-4.700426801406568,20.67369738477214,29.419774036940186,11.928522863117045,3.846582871108683,30.264528806875397,8.778619279849373,8.565217797773803,-6.328487016508799,-0.5422098420478083,8.643395567362974,-11.322074592389223,0
-7.798305875785996,20.860908043284983,16.976912304227017,-3.4119289545724927,3.9449879863638078,18.100164840088915,7.035544967310825,9.031832991588058,-5.761100002736339,-1.5543447854363637,11.383489176806917,-5.76313075109139,0
-7.043479492377429,22.578014264546923,17.902204622712812,-4.334798075750733,6.854392742897244,20.663164377977434,8.638786178128889,11.633051392555602,-9.669321893966162,-2.3609951040494597,10.681497261251604,-11.047827928349932,0
-6.529058429654665,23.219424784656642,17.618808603826935,0.08976260580927642,4.795548880204395,31.03677642543429,7.714329674899406,10.74891479435724,-12.483325718646492,-2.7132148390157913,10.009137120704956,-12.389996805635446,0
-6.182857038345804,24.206364464506905,19.273909082379156,-5.183352684094462,5.755881745407068,18.240966974522706,10.393147125513645,8.472398483174267,-8.599339659917531,-1.9708391042256097,13.181742852182387,-7.181753608069523,0
-5.515600336058643,22.476033715023867,21.121698401431523,-3.7877427333824656,6.11076535347821,20.993240060665222,8.106195519246565,9.304087261144485,-12.265613492345993,-2.0298322971365153,10.475670681475238,-10.333937807701544,0
-5.360522639410284,18.928455354128058,22.327999515284375,-2.5522005997742587,4.850904102752929,19.563520999357436,7.200131493930927,7.119268416562721,-12.186836083188657,-1.5822738562800596,7.962176768929493,-8.27867577892764,0
-3.930090530678661,17.34194731778669,23.055202830149543,-1.6683511579484869,2.463395211133752,19.288523023481837,7.1433639603081565,6.196537829879092,-12.865575783547117,-2.19014574886212,11.499497284284919,-2.0377127380269595,0
-6.883795346143127,20.461119900198348,20.464210123841454,-2.6061509005010146,3.7508011697359924,21.093047602802578,9.980288524220867,6.796926000855137,-13.610512036883721,0.40787532543044713,11.709623626262543,-6.855785868679069,0
-4.850063363285103,14.61177264242518,30.67223401051107,-3.8661342522953657,2.158980634061179,20.674752520788537,5.647058620863015,3.8994486520935983,-12.016071588572483,-2.245279362951201,10.468915506220897,-5.382679424568776,0
-4.950725163097348,16.981732617259105,18.78947432172332,-1.0567268926647833,1.9412870766406374,17.239739321046933,7.0849594485528815,6.103168055642751,-14.187812154811995,-2.8943094593831664,8.89741597996016,-7.623730943386215,0
-4.3110680350851815,19.939040421338703,11.858251880944703,-5.012993877805073,3.8517918309890096,16.446698546164455,11.095866713009421,6.622468039206979,-15.841749646798545,-0.8462754901421464,13.265513021956943,-7.808189887040237,0
-7.812138615231439,21.649383394211362,22.19075044539645,-3.6308406867968257,1.678247394855195,15.30108511302357,5.351744382850972,2.1603507033723117,-12.207309618822102,-5.300061104654849,13.88985515280881,-10.596226138030856,0
-5.244779336913344,21.913261641565057,21.407431365907723,-1.867104131032205,4.047286393169837,15.659456116380664,5.584100631978883,1.0662322991519664,-7.121780091500108,-4.336289965681239,10.76006605288003,-7.988770616567059,0
-3.1425836641597664,19.99474503442,21.692653904121094,-2.7642438403674667,4.9508098552572894,11.67075954042954,8.850713701329765,5.076708374159353,-20.4665318620734,0.09874510624121602,7.289463475587942,-8.810401874584507,0
-7.508158729726664,18.017682849939206,20.70061462414455,-7.745228187463315,2.984132917346734,12.607937700538201,8.684012019146577,9.579927736358647,-5.61665905253871,-2.59156011856021,9.380375521231171,-10.773879842080746,0
-9.69755164379054,17.51934774433498,22.258725041006823,-6.350040539672419,-1.518229936022784,11.890112356777513,7.088532451830589,5.833926205117399,-4.274691410413296,-1.861032303347816,12.294906327162584,-9.355178731310723,0
-9.858337198164131,17.97488791362098,20.272079385916697,-6.106975174036979,-1.938812824437988,12.495003927670151,7.567055199526608,11.433156932482337,-6.770767548005814,-0.8730219547028334,13.354698766742622,-11.0035364484355,0
-5.22479507556655,16.885410892160827,20.820272850868342,-2.903427338864667,3.824322143958627,10.858107784157488,8.952763091091557,7.861150657908555,-5.288374101932879,-1.0067393752789227,15.927892800603626,-13.378663020219227,0
-8.12467477863381,16.315800358240896,20.23562056449641,-1.8334668821913864,4.688041703335395,9.461231434064207,9.342836998920916,10.458825662804706,-0.7526766493062038,-3.1942633071914854,12.42283405183456,-15.461698165021401,0
-4.850721716626199,17.85265898658689,20.525863073514415,-4.434463713720774,-1.334248204059687,9.25670565470727,8.208488419525851,4.659288973167779,-2.2766291084743426,-4.275438015833117,16.2204129132776,-13.58991435963935,0
