Sensor1,Sensor2,Sensor3,Sensor4,CURRENT_FAILURE
-2.1233049098902304,1.9959680680205314,-1.5096080251947277,2.0917475811423842,0
-2.0661691267752755,1.0517024241113835,-2.405617408140709,2.233354706196836,0
-1.3156538943491998,1.7452079665330926,-1.9603937028641134,2.8583244782312174,0
-1.6719461143274534,1.349554215691241,-0.81292691258301,0.7305629062793848,0
-2.3775985564916526,1.7949562582593652,1.0566778507136545,1.3951393395050298,0
-1.9786242923992214,1.3261412729040165,-0.8137780723797478,2.7982331060545524,0
-1.8925229629850198,2.0188577877761653,0.4749944630934355,3.128408485418799,0
-2.9672487000784966,2.562290644261855,-0.4577843173002024,2.183064627956323,0
-1.9669221589392751,1.7373062012286022,0.4677970847621802,1.3987936376680548,0
-2.6474137913338325,2.531050125568725,0.6308404755935278,1.8181756032731906,0
-1.1446929713908711,1.8887849295988528,-1.5959139668808464,0.8483671864739699,0
-2.05395426756266,2.6023551855328595,0.5008593707014461,3.321148687391438,0
-3.171833242742008,1.8928398136029925,1.5574135387983297,1.9090257200073104,0
-1.7210205452550453,1.9687710907699367,3.026623086850135,3.28970810875715,0
-2.564397171470143,1.9090312243799166,0.3713994669544967,3.705526526462398,0
-2.4792924640753338,2.5601334717227866,-1.2051794141597796,3.5288016924067485,0
-1.14330056284822,1.3265322822200014,0.08155990083471348,2.3976962042379024,0
-1.1402714259964586,1.3321322599967909,-0.9388106176506743,2.55043457696083,0
-1.0900107494108555,0.33799096551505503,1.3578940487254176,3.694986845247331,0
-1.444277022877752,4.702650894272072,-2.12816207994344,2.555840985095846,0
-1.9286174753658785,2.5146354358647427,-2.675224489341913,2.210782581027065,0
-1.9890282385284392,2.7283208552051437,-2.39301953159151,2.7134669036140124,0
-1.151958098753052,0.920610307727835,-2.0221145537974103,2.6036438996931297,0
-2.2646061045610533,1.7648251855811015,-3.5307937864141463,2.432541325181627,0
-1.124326903313301,1.8764590597526234,-1.2322901141154605,2.0740361878934217,0
-1.9280554835257904,2.874280703563149,-2.908474273691686,2.4705582203631558,0
-1.5655521276370052,1.3246614913398105,-2.3801272790168686,2.4737409315137397,0
-2.2763030889998213,0.15503423016825302,-1.998799249226387,1.898459162707332,0
-2.734639725759111,1.5391893080051697,-0.9163397706035346,1.920405381109139,0
-3.303580452854927,0.9994929652980957,-5.391322413486501,1.9000697190648441,0
-1.0150744335464006,2.2909727813963405,-1.7536320571970703,2.3844761036163935,0
-1.7944645610522616,2.657865084938678,-4.201039459538838,3.908882384921422,0
-1.1704536341386587,2.626422788076074,-1.7457465800687098,2.242091479121562,0
-2.2441286051548404,1.438740102298382,-7.865202493719268,2.8823200579896073,0
-1.8025893562492348,0.4971878683850426,-2.148915530283498,1.8920673733187332,0
-1.333712218690449,0.9164981395044222,-3.412857487777285,2.8218948786648816,0
-2.9673299248758336,1.41865674951404,-2.2830635445248038,2.456651801635606,0
-1.520385769745831,1.3266176241895655,-2.92791461262691,2.249205795457859,0
-1.5868559245144476,2.3367501724419144,-0.5433423426639816,2.8826855419537503,0
-1.6322966272622357,2.1692259863578394,-1.082742846241462,1.7888829979424865,0
-2.47786744774019,2.129635747103638,-2.81440730609422,2.2440217320152223,0
-2.542835919323753,1.9986830793550374,-0.6725948462272331,2.41061203791896,0
0.6130509133024087,-2.8325274530523425,0.8794302603475572,2.4048958715781126,0
-3.2294773798510286,0.4085588737394388,-2.4067641541168876,3.6110406936439023,0
-2.2731027956022065,1.12299260991508,0.03561420705230467,0.8773832581186574,0
-2.0003129891352947,1.401335218794122,-2.715235458207572,1.2647423022856707,0
-1.985885703409262,1.1149314285924183,0.48248220433158784,1.6221341321057654,0
-1.2619784203013893,1.7129108181370754,1.433124772139301,1.9227709557020292,0
-2.577385423041146,2.345011871587929,-0.7686165611149665,4.348852168814842,0
-1.9510049063714716,0.9219935008665576,-0.47322185204158385,1.4248714793638069,0
-2.4982701095991127,0.370287710854889,-0.6878382787111726,0.7276577770836634,0
-0.7757964325427364,-0.29827297078856585,0.1334282029001818,2.2153217514304777,0
-2.405331400529718,0.989728943154679,-1.2235490623447873,2.7056380436457497,0
-1.2771703314460021,1.3079719522491031,-1.4520577655909706,3.3577760051708525,0
-2.296930982993653,0.586180923912034,1.2342870380970818,1.5392827276396375,0
-2.0437358641494705,0.38721196432505356,-0.22920104973562302,2.1624543381871066,0
-1.2293231195253935,1.3934274970980036,-1.7924446323310823,0.7747920280726304,0
-3.025467596730938,1.0276323513109564,0.9312313240761488,4.199300790616472,0
-1.7233927068403407,1.5473715775561727,-2.985736660268519,2.3857444622981756,0
-2.5196189233678563,2.6497822120294026,-3.5963868282311493,3.507051914242142,0
-1.3931026012057428,3.2231188566211513,-0.09108541782385093,2.4127166042479438,0
-1.3177826062317832,1.3680991815251151,-2.0329504997668892,1.32986128982978,0
-2.6003283526260406,2.1202191615793877,4.312521544022915,1.363848733670702,0
-1.7979765741243088,2.1575145581288853,-3.898367161986645,1.6746388581706895,0
-1.3505559115507388,1.6246260132404848,0.9503304136868609,2.8961205399635563,0
-2.5231678337562577,2.3433312230805092,-2.3039671366657832,1.572613036714122,0
-1.9308988123340727,0.6031656775605285,-2.332653856186577,2.945609836024947,0
-2.35016428372534,0.8840320771539365,-1.4709209496368036,1.2960144850190347,0
-2.5363067307768237,1.3900669428436396,-1.2577766391691705,1.5965646576607788,0
-3.1278119378468805,0.4294387665906181,-0.417006113153199,1.05589505332273,0
